Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
Orange Tree Cafe,3.5,,,,21,
Rigo Noodles,3.5,,,,133,
Sethi's The Cake Shop,3.9,,,,150,
Shake Square,3.6,,,,261,
Sharma Kachoriwala,3.7,,,,131,
Shawarma Wala,3.7,,,,234,
Shree Rathnam,3.5,,,,85,
Shri Bankey Bihari Brajwasi Rasgulle Wala,3.5,,,,36,
Sid's Kitchen,3.8,,,,115,
Subway,3.5,,,,143,
Sweet Life By Henna,3.5,,,,47,
The Midnight Heroes,3.8,,,,41,
Urban Hub,3.6,,,,346,
Vaishno Chat Bhandar,3.9,,,,223,
Ved Dhaba,3.5,,,,97,
Veg Ex,3.6,,,,24,
Wokin Street,3.6,,,,25,
Yadav Namkeens & Bakers,3.5,,,,15,
Javed Chicken Corner,0,,,,0,
Kamal Chicken,0,,,,0,
Singh Chinese Fast Food,0,,,,0,
Chill'm Bar & Cafe,4.2,,,,300,
Coffee & Cream,4,,,,108,
Chawla Di Hutti,3.1,,,,59,
Sher 'A' Punjab Bhojnalya,3.3,,,,36,
Guru Rakha,3.1,,,,62,
Shudh Vaishno Hotel,3.4,,,,44,
Kumar Samose Wala,4.1,,,,187,
Amigo's Deli,3.2,,,,11,
Ananda Food Express,3.2,,,,27,
Green Chick Chop,3.4,,,,33,
Khana Vaana,3.4,,,,32,
Momoholic,3.3,,,,11,
Nazeer Foods,3.3,,,,87,
Pind Balluchi,2.6,,,,192,
Rumours,3.4,,,,232,
Spice Grill,3.2,,,,177,
Utopia,3.2,,,,286,
Aroma Rest O Bar,3.6,,,,306,
Cafe Shloka,3.5,,,,63,
Chawla's Tandoori Junction,3.5,,,,159,
Desi Villa,3.7,,,,28,
Kanwarji's,3.5,,,,40,
Palomino,3.7,,,,213,
Raasa The Luxuriate Fine Dine,3.7,,,,160,
Shiv Tikki Wala,3.8,,,,300,
The Barbeque Company,3.8,,,,248,
The Wrap Factory,3.6,,,,109,
Urban Punjab,3.5,,,,132,
Classic,4,,,,95,
Goosebumps,4,,,,292,
Adyar Ananda Bhavan,2.8,,,,39,
Amma Mess,3.4,,,,68,
Amritsari Chaap Corner,2.9,,,,92,
Aroma Spice,3.4,,,,51,
Boheme Cafe Bar,3.2,,,,142,
Cafe Coffee Day,2.6,,,,21,
Chinese King,2.5,,,,71,
Chopsuey,3.2,,,,71,
Chowringhee,3.4,,,,122,
Crossroad Bar and Restaurant,3,,,,39,
Domino's Pizza,3.4,,,,43,
Giani's,3.4,,,,38,
Giani,2.7,,,,39,
Gulnar Bar Be Que,3.1,,,,73,
Kwality Bengali Sweets,2.9,,,,10,
Little Chef,2.7,,,,32,
M J Dosa Corner,2.9,,,,36,
Moolchand's,3.3,,,,36,
New Angaar Hyderabadi,3.1,,,,134,
New Frontier Hotel,3.3,,,,55,
Oberoi Biryani,2.9,,,,90,
Om Ji Om,3.2,,,,60,
Om Saravana Bhavan,2.7,,,,47,
Pindi Meat,3.4,,,,43,
Punjab Sweet Corner,3.3,,,,236,
R1 Lounge,2.6,,,,31,
R1 Take Away,2.5,,,,38,
Raffles,3.1,,,,123,
Raj Sweets,2.8,,,,9,
Ramas Cafe,3.3,,,,70,
Sandoz,3.4,,,,114,
Sandoz,2.7,,,,56,
Shudh,3.1,,,,247,
Southy,3.1,,,,90,
Spicy by Nature,2.7,,,,84,
Spicy N Karara,3.3,,,,93,
Spooky Sky,3.4,,,,44,
Sri Krishna Udupi,3,,,,27,
Tempting Restaurant,2.7,,,,68,
The Smokin' Grill by The Flashback,3.3,,,,23,
Three Tuns,3.2,,,,30,
Wah Ji Wah,2.5,,,,69,
Wow! Momo,2.6,,,,41,
Wrap & Roll,3.4,,,,36,
Anjlika Pastry Shop,3.6,,,,179,
Bakeology,3.5,,,,22,
Changezi Chicken,3.7,,,,456,
Chargrill Resto Bar,3.6,,,,43,
Chowringhee,3.7,,,,120,
Glenz Cafe N Bakers,3.8,,,,230,
Happy2Bake,3.5,,,,26,
Nazeer Foods,3.5,,,,27,
Pakode Ki Dukaan,3.6,,,,35,
Peshawari Chicken Corner,3.6,,,,76,
Prem Dhaba,3.7,,,,177,
Ravi Raj Di Kulfi,3.6,,,,99,
Shawarma King's,3.7,,,,136,
Shri Rama Restaurant,3.5,,,,72,
Sri Balaji,3.5,,,,88,
Standard Burfee,3.8,,,,100,
Subway,3.6,,,,118,
Suruchi,3.8,,,,603,
Tera Hotel,3.5,,,,149,
The Diet Kitchen,3.7,,,,39,
The Spot,3.5,,,,109,
Wrapss,3.5,,,,214,
Wrapss,3.5,,,,64,
Al Naseem Foods Shawarma,0,,,,0,
Ganpati Bhoj,0,,,,1,
Pandit Dhaba,0,,,,0,
Red Chili Potato,0,,,,0,
Cafe Coffee Day,2.3,,,,32,
Jade Garden,2.4,,,,52,
Art of Spices,4,,,,841,
Sindhi Corner,4,,,,74,
The Feast House,4.3,,,,142,
Zaffran,4.5,,,,524,
McDonald's,3.3,,,,132,
Captain Grub,3.1,,,,18,
M:Eat by Blanco,3.3,,,,29,
Omazoni,2.5,,,,120,
Prabhu Chaat Bhandar,3.2,,,,242,
Sugar & Spice - Le Marche,3.3,,,,89,
Big Chill,4.5,,,,4986,
Big Chill,4.6,,,,1569,
Amici Cafe,3.8,,,,863,
Azam's Mughlai,3.9,,,,157,
Boombox Cafe,3.6,,,,1428,
Cafe Illuminatii,3.6,,,,300,
Cafe Turtle,3.6,,,,574,
China Fare,3.7,,,,243,
Chokola,3.8,,,,391,
Cravings By Arshi Dhupia,3.6,,,,29,
Harry's Bar + Cafe,3.7,,,,395,
Khan Chacha,3.7,,,,2860,
La Bodega,3.6,,,,505,
La Vie,3.9,,,,454,
Latitude 28,3.8,,,,203,
Laziz Kabab (Subhash Restaurant),3.7,,,,79,
Mr. Choy,3.9,,,,287,
Public Affair,3.8,,,,199,
Qureshi Kabab,3.5,,,,17,
Side Wok,3.9,,,,372,
Subway,3.7,,,,188,
t Lounge by Dilmah,3.6,,,,34,
The Blue Door Cafe,3.7,,,,774,
The Coffee Bean & Tea Leaf,3.8,,,,256,
Town Hall,3.8,,,,1186,
Wok  In The Clouds,3.8,,,,669,
Cafe Coffee Day,0,,,,2,
Civil House,4.2,,,,113,
L'Opera,4,,,,518,
Mamagoto,4.1,,,,1330,
Out Of The Box,4,,,,1203,
Parallel,4,,,,79,
Perch Wine & Coffee Bar,4.2,,,,551,
Smoke House Deli,4,,,,1093,
Smokey's BBQ and Grill,4.2,,,,578,
SodaBottleOpenerWala,4.2,,,,1914,
The Artful Baker,4,,,,220,
The Big Chill Cakery,4.4,,,,912,
The Chatter House,4.2,,,,436,
Amaze Dining,3.1,,,,10,
Amritsari Naan & Kulcha,3.1,,,,12,
Bangla Sweets,3.3,,,,13,
Bj's Lounge & Cafe,3,,,,11,
BTW,3.2,,,,19,
Cabana's Kabab & Curry's,3.3,,,,73,
Cafe Coffee Day,3.2,,,,23,
Chaap Point,3.2,,,,11,
Chicken Chilli Corner,3.1,,,,10,
Chinese Dragon,2.6,,,,49,
Copper Restro Bar,2.8,,,,15,
Corner Sweets,3.2,,,,100,
D'Casa,2.7,,,,63,
Delhi 15,2.7,,,,45,
Dialogue Lounge & Caf??,3,,,,4,
Domino's Pizza,3.3,,,,57,
Flavours From Heaven,3.3,,,,12,
Flavours Of Biryani,3.3,,,,35,
Flirty Momo's,3,,,,6,
Gedi Grill,3.4,,,,143,
Green Chick Chop,2.7,,,,23,
Indian Bites,2.7,,,,41,
Karan's Vaishno Dhaba,3.2,,,,29,
Le Swaadik,3.3,,,,13,
Let's Meet Up,3.2,,,,16,
Madan's Kabab Centre,3.2,,,,31,
Midnight Fries,2.7,,,,46,
Moradabadi Biryani,3.1,,,,9,
Namdhari's Icecream & Bakers,2.8,,,,23,
Pahariya Chicken Corner,3.1,,,,7,
Pahariya Chicken,2.7,,,,15,
Pappi Machhi Wala,3.2,,,,9,
Pizza Hut Delivery,2.6,,,,67,
Polka Cakes & Coffee,3.3,,,,17,
Punjabi Joint,2.8,,,,4,
Rain Tree Grill,3.2,,,,74,
Resunga Food Corner,3,,,,5,
Shri Ram Poori Wale,2.8,,,,8,
Supa's Restaurant,3.2,,,,50,
Swad Fast Food,2.9,,,,16,
Syall Kotian Da Dhaba,3,,,,20,
The Krib,3.2,,,,14,
Turtle Bay,3.4,,,,74,
Yakooz,3.1,,,,20,
Above & Beyond,3.5,,,,133,
Bawa Chicken,3.5,,,,98,
Chatore,3.6,,,,26,
Chocomore,3.7,,,,68,
Clay 1 Grill,3.6,,,,283,
Firangi Island,3.5,,,,21,
Jeet Chaat Bhandar,3.5,,,,23,
Mr. Grill,3.6,,,,55,
Tikka Junction,3.5,,,,102,
Momos Hut & Chinese Food,2.4,,,,20,
Wah Ji Wah,2.1,,,,54,
Yo! China,2.4,,,,39,
Aapki Apni Rasoi,2.9,,,,6,
Aapki Rasoi,3,,,,15,
Advance Bakery,2.9,,,,7,
Apni Rasoi,2.9,,,,16,
Bakeyard,3,,,,6,
Bharat Chicken Inn Foods,2.9,,,,9,
Bobby Veg Corner,2.9,,,,5,
Brunch Point,2.9,,,,4,
Bunty Dhaba,2.5,,,,50,
Chandni Chowk Ka Sonu Parathe Wala,3.1,,,,12,
Chankya,3.2,,,,79,
Chaudhary Di Hatti,3.3,,,,20,
Cook Du Kdu,3.2,,,,52,
Daawat Restaurant,3.3,,,,26,
Delhi Dairy,3.2,,,,11,
Domino's Pizza,2.9,,,,13,
Domino's Pizza,3.1,,,,75,
F 2 Pastry Shop,3.3,,,,26,
Food Villa,2.9,,,,10,
Goosebumps,3.2,,,,6,
Gulab,3.3,,,,12,
Health Buzzz,3.1,,,,22,
Jain Dhaba,3.2,,,,30,
Jeeta Kulfi Walle,3.3,,,,12,
Kamal Meat House,2.6,,,,15,
Katyani Rasoi,3.2,,,,10,
Magic Masala,3,,,,11,
Masala Magic,3,,,,16,
Mother Sweets,3.4,,,,15,
Panj Taara,3.1,,,,8,
Prince Fried N Grilled Chicken,2.7,,,,18,
Punjabi's Veg Grill,3.1,,,,10,
Raja Chat Corner,3.3,,,,20,
Rajshree,3.3,,,,16,
Sachdeva Chicken Corner,3.4,,,,39,
Shree Rathnam,2.9,,,,66,
Sialkot,3.1,,,,7,
Singh-O-Singh Kebabs,3.1,,,,54,
Super Snacks,3.1,,,,44,
Tandoori Night,3.1,,,,15,
The Chaupal Bar And Restaurant,2.9,,,,14,
The Grill Point,3,,,,4,
The Roll Hut,3.1,,,,13,
Triveni,3.2,,,,31,
Gokul Foods,3.6,,,,22,
Papa Pizza,3.5,,,,21,
Aalishaan,0,,,,2,
Amritsari Chaat Bhandar,0,,,,1,
Bansal Foods,0,,,,0,
Bhatia Chinese Food,0,,,,0,
Break Fast Junction,0,,,,0,
Breakfast Hut,0,,,,0,
Buddy 's. Pizza,0,,,,0,
Chai Garam,0,,,,0,
Deepu Fish & Chicken,0,,,,2,
deliKitchen,0,,,,3,
Dial A Cake,0,,,,2,
Fuel Diet Cafe,0,,,,0,
GO CHATZ With Breadz,0,,,,1,
Goldy Chat Bhandar,0,,,,0,
Green Chick Chop,0,,,,2,
Hungry Heights,0,,,,2,
Kebabish,0,,,,0,
Khalsa Dhaba,0,,,,0,
Khanna's Hot Pizza,0,,,,1,
Lets Eat Veg,0,,,,2,
Mitra Da Dhabha,0,,,,0,
Murliwala Bakers,0,,,,0,
Panjabi Chic-Shoppe,0,,,,0,
Raj Petha Bhandar,0,,,,1,
Ramlal Sweets,0,,,,0,
Sanjha Chula Baba Da,0,,,,1,
Sri Krishna,0,,,,0,
Sugandh Corner,0,,,,3,
The Friends Cafe,0,,,,0,
The Muffin Girl,0,,,,3,
Rainbows,3.1,,,,10,
The Nest,3.5,,,,218,
Burger Head Quarter BHQ,0,,,,1,
Chez Jerome - Q Cafe,0,,,,1,
Mr. Billiken,0,,,,0,
Mulligan Cafe,0,,,,1,
Naya Adda,0,,,,0,
OCD - Online Cake Delivery,0,,,,1,
Puja Sandwich House,0,,,,1,
Ambersari Dhaba,3.4,,,,44,
Arabian Knites,3,,,,7,
Aryan's Rajasthani Pyaz Ki Kachori,3.1,,,,4,
Aviram's Chinese Kitchen,2.7,,,,4,
Bhagwan Sweets,2.8,,,,8,
Chawla,2.7,,,,7,
Chinese Hut,3.2,,,,56,
Flavourz,3.3,,,,6,
Lets Bake Love,3,,,,4,
Mahadev Dhaba,2.6,,,,10,
Sethi's Food Corner,3.3,,,,40,
Sethi's Restaurant,3.4,,,,49,
Sindhi Kulfi,3,,,,4,
Sri Kamakshi Vilas,2.7,,,,9,
The Midnight Hub - C,2.6,,,,102,
Anand Ji,3.8,,,,183,
Happy Hakka,3.7,,,,270,
Oberoi's,3.6,,,,75,
Relax Restaurant,3.5,,,,116,
Al-Rihan,0,,,,0,
All Day 99,0,,,,3,
Anna Dosa,0,,,,3,
Chick Chicken House,0,,,,2,
Chicken King,0,,,,1,
Choco Kraft,0,,,,2,
Cocoalicious Delights,0,,,,0,
FNV,0,,,,2,
Food En Vouge,0,,,,0,
Food Junction,0,,,,0,
Gian Ji Punjabi Dhaba,0,,,,0,
Govinda,0,,,,1,
Intermission,0,,,,3,
Karma Cafe & Lounge,0,,,,1,
Lotes Bakes,0,,,,0,
New Anna Ka Dosa,0,,,,1,
New Sethi's,0,,,,0,
Punjab Sweets,0,,,,2,
Shri Ram Dhaba,0,,,,0,
Standard Punjabi Food,0,,,,3,
Sunrise Bakery,0,,,,0,
Taste of Spice,0,,,,0,
The Celiac Kitchen,0,,,,0,
Aggarwal Sweet Corner,3.4,,,,22,
Behrouz Biryani,3,,,,32,
Biryani Blues,3.1,,,,8,
Burger King,3.4,,,,45,
Domino's Pizza,2.5,,,,47,
Gopal (Sindhi) Restaurant,3.4,,,,59,
Kabul Delhi,2.9,,,,39,
Khan Chacha,2.9,,,,31,
Pizza Hut Delivery,2.8,,,,54,
Punjabi Jaika,3.3,,,,40,
Rozy Restaurant,2.6,,,,50,
Taj Cafe,3.1,,,,18,
Tewari Sweets,3.1,,,,33,
The Burger Hut & Cake Shop,3,,,,41,
Angel's Basket,3.5,,,,70,
Bikanervala,3.7,,,,269,
Haldiram's,3.8,,,,472,
Moon of Taj,3.8,,,,21,
Tongue Thai'd,3.7,,,,57,
Udupi Sai Sarover,3.8,,,,63,
Wagh Bakri Tea Lounge,3.5,,,,54,
K2 Multi Cuisine Restaurant,0,,,,2,
Tibet Kitchen,3.5,,,,515,
Baba Nagpal Corner,4.1,,,,577,
Burger Street,3.4,,,,32,
Dilli Zaika,3.2,,,,23,
Mughal Chic Inn,3.3,,,,23,
Nutrition Theka,3.3,,,,12,
Punjabi Chaap Corner,3.1,,,,20,
Samosa Street,3.3,,,,7,
Shanu's Chicken Planet,3.2,,,,11,
Shanu's Food Shop,2.8,,,,13,
Bigbee,0,,,,0,
Delhi 6 Cafe,0,,,,0,
Lala Ji Sweets,0,,,,0,
MK's Chinese Food,0,,,,0,
Nirvana The Divine Kitchen,0,,,,0,
Preechen,0,,,,0,
Rahul Eggs,4.2,,,,762,
7 Stick,2.8,,,,8,
Aashirwad Restaurant,2.6,,,,5,
Amar Bakery,3.3,,,,13,
Apni Rasoi,3.1,,,,24,
Baked Buns,3.1,,,,18,
Banspi,2.9,,,,13,
Benchmark,2.8,,,,14,
Bobby Tikki Wala,3,,,,74,
Cafe Coffee Day,2.7,,,,18,
Cafe Coffee Day,2.8,,,,14,
Canteeno,3,,,,7,
Chai Mantra,3.2,,,,15,
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,2.8,,,,9,
Chandni Chowk Parantha Corner,3.1,,,,8,
Chauhan Laxmi Sweets,3,,,,11,
Chawla's The Cake Room,3.4,,,,17,
China Town,2.9,,,,11,
Domino's Pizza,2.6,,,,46,
Faasos,2.6,,,,10,
Fast Trax,3.2,,,,4,
Finger Licious,3.4,,,,188,
Gulshan Pastry Shop,3,,,,9,
Handa's,2.6,,,,8,
Homely Delight,3.1,,,,7,
Jahangeer Foods,2.7,,,,64,
Kaleva,3.3,,,,61,
Laxmi Vaishno Dhaba,3,,,,13,
Little Pleasure Restaurant & Cafe,2.9,,,,7,
Mauryan Multi Cuisine Restaurant,3.4,,,,31,
Mehta Food Junction,3,,,,8,
Om Bikaner Wale,2.8,,,,8,
Ovenstory Pizza,2.9,,,,17,
Prasadam,2.8,,,,34,
Priyanshi Fast Food,3.3,,,,29,
Punjabi Tadka,3.1,,,,21,
Pyaali,2.8,,,,7,
Ruby Dhaba,2.7,,,,25,
Shree Manakamna Fast Food,3.4,,,,31,
The Chinese Hut,3,,,,10,
The Chinese Hut,3.2,,,,23,
The Chinese Kitchen,3.1,,,,7,
Twenty Four Seven,3.1,,,,13,
Vegie Kitchen,3.1,,,,10,
Behrouz Biryani,3.5,,,,22,
Burger King,3.5,,,,66,
Mohit di Hatti,3.8,,,,70,
Play Pizza,3.8,,,,270,
Sushiya Express,3.7,,,,40,
Tantrum Coffee Bar,3.5,,,,54,
Chawla's Tandoori Junction,0,,,,3,
Chennai Express Greens,0,,,,0,
Omi Pizza,0,,,,0,
South Indian & Chinese Fast Food,0,,,,0,
The Khoj Cafe Restaurent,0,,,,0,
Bharat Chicken Inn,2.4,,,,41,
Nathu's Sweets,2.1,,,,121,
Wah Ji Wah,2.2,,,,120,
QD's Restaurant,4.1,,,,675,
Henri's Bar - Le Meridien,3.3,,,,20,
Le Belvedere - Le Meridien,3.5,,,,114,
Longitude - Le Meridien,3.9,,,,90,
Nero - Le Meridien,3.5,,,,39,
The One - Le Meridien,3.8,,,,273,
Eau De Monsoon - Le Meridien,4,,,,189,
Slounge - Lemon Tree Premier,3.5,,,,26,
Al Bake,2.5,,,,66,
Al-Bawarchi,3.1,,,,15,
Big Dragon,3.1,,,,81,
BTW,3.3,,,,205,
Capital Curry,3.1,,,,54,
Domino's Pizza,2.5,,,,81,
Ekta's Kitchen,3.2,,,,67,
Gopal's,2.9,,,,8,
Moti Mahal Delux,2.6,,,,72,
Open Oven,3.4,,,,51,
Relax Xpress,3.2,,,,75,
Roll Club,2.7,,,,27,
SM Gopal Ice Cream & Cakes,3.2,,,,15,
Bangla Sweet Corner,2.6,,,,32,
Chinois,3,,,,7,
Dawat,2.9,,,,49,
Establishment Ristorante,3.1,,,,12,
Ganesha Sweets & Restaurant,2.6,,,,26,
Gopala,3.3,,,,25,
Green Chick Chop,2.9,,,,12,
Hot Chimney,2.5,,,,55,
Icon,3.2,,,,18,
Juneja's Eating Plaza,3.4,,,,98,
Lodhi Knights,3.1,,,,8,
Ram Singh's Bhoj,2.9,,,,6,
Republic of Chicken,2.7,,,,10,
Slice of Italy,3.3,,,,171,
Subway,3.2,,,,66,
The Altitude Cafe and Deli,3.1,,,,11,
Tokyo Mon Amour,3.1,,,,10,
Bhane,3.6,,,,26,
Celeste,3.5,,,,14,
Chidambaram's New Madras Hotel,3.8,,,,330,
CJ's Fresh,3.8,,,,25,
Elma's Brasserie,3.7,,,,393,
Kunafa,3.9,,,,200,
Lahori Gate,3.5,,,,148,
M I Food Center,3.8,,,,202,
Sugar Blossoms,3.6,,,,58,
Eywa by Saby @ Celeste,0,,,,2,
Cafe Coffee Day,2.3,,,,52,
Guppy,4.1,,,,665,
Ping's Caf?? Orient,4.1,,,,278,
The All American Diner,4.1,,,,3495,
Armaan's Restaurant,2.8,,,,8,
Garden Chef,3,,,,63,
Golooji's Chat Waat,3.3,,,,13,
Oriental Lee,2.7,,,,19,
Peshawari Restaurant,3.1,,,,55,
Tikka Town,3.1,,,,53,
Titu Restaurant,2.9,,,,13,
Vijay Dhaba,2.9,,,,7,
Wild Willy,3.2,,,,19,
Diva Spiced,3.7,,,,131,
Granma's Homemade,3.6,,,,25,
Karim's,3.8,,,,194,
Sab Ki Khatir,3.7,,,,162,
Golden Bakery,0,,,,1,
Krishan Sweets,0,,,,2,
Rai Ji Caterers,0,,,,0,
Szoun Chinese Food,0,,,,0,
Yummy Mummy @ Delhi,0,,,,2,
Lodi - The Garden Restaurant,4.2,,,,2549,
Aggarwal Sweets & Restaurant,2.7,,,,11,
Ashirwad Dhaba,2.9,,,,5,
Barichi Restaurant,2.9,,,,7,
Bikaner Sweets,2.7,,,,14,
Bikaner,2.9,,,,6,
Chatori Zubaan 2,3,,,,5,
Chinese Mania,3.2,,,,17,
Da Pizza Corner,2.5,,,,6,
Dhaba Cash 'N' Carry Kitchen,3.1,,,,16,
Dom Dang Kins Restaurant,3.1,,,,12,
First Choice,2.9,,,,11,
Hungry Hut,3.1,,,,6,
Le Seasons Restaurant,2.8,,,,17,
Moti Mahal Delux,3,,,,22,
Popsy's,3,,,,5,
Prabhu,3.1,,,,8,
Saptagiri,2.8,,,,10,
Spice Hut,2.9,,,,15,
Taste of Vishal,2.9,,,,6,
The Tandoori Night,2.8,,,,5,
Traffic Jaam,2.9,,,,5,
Tripti,3.1,,,,16,
Uttaranchal Dhaba & Restaurant,2.9,,,,5,
Wah Ji Wah,2.9,,,,6,
Resto 37,3.9,,,,23,
Aakash Sweets & Caterers,0,,,,0,
Aapka Mangal Restaurant,0,,,,0,
Al-Karim,0,,,,0,
Apna Dhaba,0,,,,1,
Burger Wala,0,,,,1,
Cafe Highway,0,,,,0,
Cake Point,0,,,,0,
Chatori Zubaan Chur Chur Naan,0,,,,0,
Coffee Shop,0,,,,0,
Colonel's Kebabs & Curries,0,,,,0,
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,0,,,,0,
Dolphin - The Food Cafe,0,,,,0,
First Treat Bakers,0,,,,2,
Flavours Of Delhi,0,,,,0,
Foresto Lawn & Restaurant,0,,,,2,
Jain Sweets & Bakers,0,,,,1,
JD's Restaurant,0,,,,0,
Just Vada Pav,0,,,,0,
Kaka De Dhaba,0,,,,0,
Kolcata Bengali Dhaba,0,,,,0,
Kukkuu Da Dhaba,0,,,,3,
M&S Coffee Cafe,0,,,,3,
Malabar Style Kitchen,0,,,,0,
Mathura Lassi Wala,0,,,,0,
Metropolitan Cafe,0,,,,1,
Mr. Bake,0,,,,2,
Mughal-E-Zaika,0,,,,0,
Mukesh Bhojnalaya,0,,,,0,
New Royal Blue Dhaba,0,,,,0,
New Sharma Chicken Corner,0,,,,2,
Pakwan,0,,,,1,
Pizza Corner,0,,,,2,
Pokhreli Kitchen,0,,,,1,
Rasoi,0,,,,1,
Satya Dhaba,0,,,,2,
Sha-O-Lin Chinese Fast Food,0,,,,1,
Shahi Chicken Corner,0,,,,1,
Shama Muradabadi,0,,,,2,
Sunil Punjabi Dhaba,0,,,,0,
Sunita Dhaba,0,,,,0,
Taste of India,0,,,,0,
U.P. Al-Flah Restaurant,0,,,,0,
Vaishno Da Dhaba,0,,,,0,
Yadav Sweets,0,,,,1,
The Cavalry Bar - Maidens Hotel,2.7,,,,17,
The Curzon Room - Maidens Hotel,3.4,,,,39,
The Garden Terrace - Maidens Hotel,3.3,,,,57,
Ama Rabsel House,3,,,,8,
Cafe Plus,3.2,,,,13,
Hornbill,3.1,,,,7,
Orange Cafe & Restaurant,3.1,,,,8,
ABC Restaurant,0,,,,0,
Achi Restaurant,0,,,,1,
Asian House Restaurant,0,,,,0,
Cafe 59,0,,,,0,
Drepung Loselling,0,,,,3,
Dus Bab,0,,,,0,
DZI House,0,,,,0,
Good Luck Cafe,0,,,,0,
Kathmandu,0,,,,0,
Kullu Manali Restaurant,0,,,,0,
Lhamo's Kitchen,0,,,,0,
Lhasa Manthang Restaurant,0,,,,0,
Lhasa Thali House,0,,,,0,
Little Tibet,0,,,,0,
Lotus House Restaurant,0,,,,1,
Mahi Rasoi,0,,,,0,
New Open Restaurant,0,,,,0,
Rooftop Restaurant,0,,,,3,
Somang House Restaurant,0,,,,0,
Tandoori Khazana,0,,,,0,
Tsopema Restaurant,0,,,,1,
33 Food,3.2,,,,93,
Burger Point,3.3,,,,78,
Cafe Blur,3.1,,,,7,
Cafe Coffee Day,2.5,,,,52,
Cafe Rendezvous,3.3,,,,191,
Cakes & Bakes,3.4,,,,75,
Chatorey Chacha,3.3,,,,51,
Chilli Dragon,3.3,,,,35,
DCK- Dana Choga's Kitchen,3.4,,,,297,
Divya's Rimpy Restaurant,3.2,,,,245,
Express Dhaba,2.7,,,,68,
Go Foodie,3.3,,,,105,
Health Pan,3.4,,,,45,
Karim's,3,,,,183,
Karuna,3,,,,15,
Kathi,2.8,,,,75,
King Chilly Kitchen,3.2,,,,17,
Kolhapuri Veg Non-Veg Foods,3.3,,,,20,
Mehfil Dhaba,3.4,,,,214,
Moti Mahal Delux - Legendary Culinary,2.6,,,,146,
Open Oven,3.4,,,,103,
Paapi Paet,3.3,,,,250,
Pepper Corn Express,3.4,,,,50,
Pinch Of China,3.2,,,,14,
Pizza Hut Delivery,2.8,,,,120,
Punjabee's Darbar,3,,,,34,
Ramjee's,3.3,,,,62,
Rollmaal,3.4,,,,218,
Shaolin,3.4,,,,217,
Subway,2.8,,,,183,
The Chocolate Room,3.4,,,,155,
The Delhi Heights,2.8,,,,198,
Thok (The House of Kakori),3.4,,,,485,
Uloo,3.2,,,,134,
Vadapav Junction & More,3.3,,,,37,
Behrouz Biryani,3.6,,,,61,
Beliram Degchiwala,3.5,,,,226,
Bhukkhar,3.9,,,,100,
Biryani Blues,3.9,,,,113,
Bun Intended,3.9,,,,50,
Casa Asia,3.8,,,,306,
Chic Fish,3.5,,,,361,
Dunkin' Donuts,3.6,,,,290,
Farratta,3.7,,,,93,
Flavors of Chennai,3.7,,,,370,
Food For Thought,3.8,,,,55,
FreshMenu,3.7,,,,132,
Giani's,3.7,,,,145,
Gopala,3.8,,,,45,
Green Chick Chop,3.5,,,,52,
Hunger Must Die,3.7,,,,99,
Kolkata Kathi Roll,3.6,,,,82,
Max Grille and Kitchen,3.5,,,,99,
Moti Sweets,3.6,,,,114,
Nazeer Foods,3.6,,,,427,
Nikashee,3.7,,,,408,
Noodle Box,3.5,,,,60,
Pema's,3.6,,,,412,
Plumber - The Lounge,3.9,,,,38,
Pudding & Pie,3.7,,,,137,
RP's Restaurant,3.5,,,,259,
Soi Thai,3.6,,,,148,
Speedy Chow,3.6,,,,268,
Stoned Age Kitchen,3.9,,,,91,
Suribachi,3.5,,,,104,
Swagath,3.5,,,,168,
The Delhi Canteen,3.6,,,,305,
The Grill Kitchen,3.8,,,,75,
The Midnight Heroes,3.7,,,,41,
The Salad Bowl,3.5,,,,34,
Domino's Pizza,2.3,,,,185,
Food Army,2.3,,,,18,
Moti Restaurant,2.4,,,,137,
New Baba Da Dhaba,2,,,,84,
Tunday Kababi,2.2,,,,182,
Dilli BC,4.4,,,,84,
Litti.In,4,,,,308,
Nizam's Kathi Kabab,4,,,,153,
Pepper Kitchen,4,,,,244,
Rustom's Cafe & Bakery,4.1,,,,84,
Salad Days,4,,,,255,
Stop My Starvation,4.3,,,,126,
Sushi Junction,4,,,,53,
Vero Gusto,4.1,,,,135,
Snack Junction,3.2,,,,10,
Turant,3.3,,,,47,
Snacks Point,0,,,,1,
The Sweet Spot,0,,,,2,
Kafe @ Museum,0,,,,2,
Friends Cafe,0,,,,2,
Aromas of Pind,4.2,,,,278,
Apna Dhaba and Caters,3.2,,,,20,
Green Chick Chop,2.7,,,,7,
Jai Shree Durga South Indian Corner,3,,,,6,
Malabar Catering House,3.2,,,,13,
Meenakshi Bhawan,3.1,,,,14,
New Raja Sweets,2.9,,,,18,
Pizza Treat,3,,,,6,
Pudding & Pie,3.1,,,,7,
Rita Chinese Food,3.1,,,,10,
Vibes of Punjab,3.2,,,,21,
Ramji Di Hatti & Caterers,3.5,,,,25,
Spicy Tadka,3.5,,,,24,
Mr. Tandoori Lal,0,,,,3,
Om Sweets & Caterers,0,,,,3,
Sardar Ji Take Away & Caterers,0,,,,2,
