Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
Pita Pit,Yes,,,,3.8,
Al-Malik Chicken Point,No,,,,0,
Amul Sweets & Bakery,No,,,,0,
Elements - Mapple Express,No,,,,0,
Food 24,No,,,,0,
Food Corner,No,,,,0,
Food Master's Galley,No,,,,0,
Habibi Express,Yes,,,,0,
Hide Out Cafe,No,,,,0,
Moriarty Delivers,No,,,,0,
Big Chill,No,,,,4.4,
Maxims Pastry Shop,No,,,,4.2,
Uncultured Cafe & Bar,No,,,,4.3,
2 Nice 2 Slice,No,,,,3.2,
Aggarwal Bikaneri Sweets,No,,,,2.9,
Aggarwal Sweet Corner & Restaurant,No,,,,2.6,
Aggarwal Sweets India,No,,,,2.8,
Aggarwal's Sweets Paradise,No,,,,2.7,
Aggarwal's Sweets,No,,,,2.9,
Anna Ka Dosa,Yes,,,,3.4,
Big Chow Xpress,Yes,,,,2.6,
Bikaner Sweets & Namkeen,No,,,,2.9,
Cafe Coffee Day,Yes,,,,2.9,
Cake Plaza,Yes,,,,3.1,
Crispy Tokri,No,,,,3.1,
De Royale Food's,No,,,,3.2,
Faasos,Yes,,,,3,
Fouji Da Vaishno Dhaba,No,,,,2.9,
Fun Bytes,Yes,,,,2.5,
G's Patisserie,No,,,,2.8,
Giani,Yes,,,,3.2,
Gopals 56,No,,,,3.2,
Green Chick Chop,No,,,,3.2,
Heaven's Kitchen,Yes,,,,3.3,
Heavens Food Corner,No,,,,2.8,
Just Kababs,No,,,,3.4,
Keventers,No,,,,3.2,
Komal Kitchen,No,,,,2.8,
Kwality Sweets & Restaurant,No,,,,2.9,
Mehak Food Corner,No,,,,3.2,
Mr. Sub,Yes,,,,3.2,
Muradabadi Shahi Biryani & Chicken Corner,Yes,,,,2.6,
Muradabadi,No,,,,3,
New Radhe Radhe Snacks Corner,No,,,,3.1,
Nirula's Ice Cream,No,,,,3.2,
Noor Restaurant,Yes,,,,3.4,
Paul's Homemade,No,,,,3.1,
Pinkom's Bar-Be-Que,No,,,,3.2,
Prince of China,Yes,,,,3.1,
Punjabi Corner,Yes,,,,3.3,
Punjabi Snacks,No,,,,2.9,
Quality Food Point,No,,,,3,
Radhe Shyam,No,,,,2.8,
Raj South Indian Food,No,,,,3,
Roll Club,No,,,,3.3,
Shameem Kabab Corner,No,,,,3.3,
Shiv Dhaba,No,,,,3.1,
Silver Spoons,Yes,,,,2.7,
Takkar Dhaba,Yes,,,,2.6,
The Biryani Wallas,No,,,,3.2,
The Tuck Shop,No,,,,3.3,
Uncle Xpress,Yes,,,,3.4,
Vaishno Rasoi,Yes,,,,2.6,
Vatika,Yes,,,,2.7,
Walk To Italy,No,,,,3.1,
Behrouz Biryani,Yes,,,,3.6,
Big Dragon,No,,,,3.6,
Cafe Filter,Yes,,,,3.6,
Chowki,Yes,,,,3.7,
Circle Cafe and Bar,No,,,,3.5,
FreshMenu,Yes,,,,3.6,
Giani's,Yes,,,,3.5,
Gopal's 56,No,,,,3.8,
Instapizza,Yes,,,,3.8,
Just Vada Pav,No,,,,3.6,
Khidmat,Yes,,,,3.6,
Naivedyam,Yes,,,,3.8,
New Shere Punjab Dhaba,No,,,,3.6,
Sant Sweets,No,,,,3.5,
Tikka- Way,Yes,,,,3.5,
Bake Bite,No,,,,0,
Chinese Chaat Corner,No,,,,0,
Chocofairies,No,,,,0,
Punjabi Rasoi,Yes,,,,2.4,
Punjabi Xpress,Yes,,,,2.3,
The Cake Factory,Yes,,,,2.3,
"34, Chowringhee Lane",No,,,,3.3,
Annapurna Restaurant,Yes,,,,2.5,
BTW,No,,,,3.1,
Cafe Coffee Day,No,,,,3.3,
Chawla's Chic Inn,No,,,,3.3,
Chennai Hot Cafe,No,,,,3.4,
Daawat E Mezbaan,No,,,,3.1,
Dessert in Desert,No,,,,3.4,
Domino's Pizza,No,,,,3.4,
Filmy Cafe & Bar,No,,,,2.9,
Firenze,No,,,,2.8,
Giani,Yes,,,,3.4,
Gullu's,No,,,,3.1,
Manwhar,No,,,,3.2,
Midnight Hunger Hub,No,,,,3.3,
Mini Shop,No,,,,3.3,
Nine 75 Lounge & Bar,No,,,,3.2,
Pradhan Ji Multi Cuisine Restaurant,Yes,,,,3.3,
Punjabi Chaap Corner,Yes,,,,2.9,
Sagar Ratna,Yes,,,,2.7,
Shiva Coffee & South Indian Fast Food,No,,,,2.7,
The Ice Cafe,No,,,,3.2,
Tikka Junction,No,,,,3.4,
Trending Eats,No,,,,3.4,
Twenty Four Seven,No,,,,3.3,
Vikrant Cafe,Yes,,,,3.3,
Vishal Restaurant,No,,,,3.1,
Badri Prasad Ramesh Kumar Caterers,No,,,,3.5,
Bistro,No,,,,3.9,
Chaudhary Sweets Corner,No,,,,3.8,
Chowringhee,Yes,,,,3.6,
Cones & Curries,Yes,,,,3.7,
Darvesh Corner,No,,,,3.6,
Deez Biryani & Kebabs,Yes,,,,3.7,
Frozen Pan,No,,,,3.9,
Giani's,Yes,,,,3.8,
Havmor Ice Cream,Yes,,,,3.7,
Keventers,No,,,,3.5,
Manohar Bikkaneri,No,,,,3.8,
Manohar Bikkaneri,No,,,,3.6,
Nukkadwala,Yes,,,,3.7,
Om Di Hatti,No,,,,3.7,
Orange Tree Cafe,No,,,,3.5,
Rigo Noodles,No,,,,3.5,
Sethi's The Cake Shop,No,,,,3.9,
Shake Square,No,,,,3.6,
Sharma Kachoriwala,No,,,,3.7,
Shawarma Wala,No,,,,3.7,
Shree Rathnam,Yes,,,,3.5,
Shri Bankey Bihari Brajwasi Rasgulle Wala,No,,,,3.5,
Sid's Kitchen,Yes,,,,3.8,
Subway,Yes,,,,3.5,
Sweet Life By Henna,No,,,,3.5,
The Midnight Heroes,Yes,,,,3.8,
Urban Hub,No,,,,3.6,
Vaishno Chat Bhandar,No,,,,3.9,
Ved Dhaba,No,,,,3.5,
Veg Ex,Yes,,,,3.6,
Wokin Street,Yes,,,,3.6,
Yadav Namkeens & Bakers,Yes,,,,3.5,
Javed Chicken Corner,No,,,,0,
Kamal Chicken,No,,,,0,
Singh Chinese Fast Food,No,,,,0,
Chill'm Bar & Cafe,Yes,,,,4.2,
Coffee & Cream,No,,,,4,
Chawla Di Hutti,No,,,,3.1,
Sher 'A' Punjab Bhojnalya,Yes,,,,3.3,
Guru Rakha,No,,,,3.1,
Shudh Vaishno Hotel,Yes,,,,3.4,
Kumar Samose Wala,No,,,,4.1,
Amigo's Deli,No,,,,3.2,
Ananda Food Express,Yes,,,,3.2,
Green Chick Chop,No,,,,3.4,
Khana Vaana,No,,,,3.4,
Momoholic,No,,,,3.3,
Nazeer Foods,No,,,,3.3,
Pind Balluchi,Yes,,,,2.6,
Rumours,No,,,,3.4,
Spice Grill,Yes,,,,3.2,
Utopia,No,,,,3.2,
Aroma Rest O Bar,Yes,,,,3.6,
Cafe Shloka,Yes,,,,3.5,
Chawla's Tandoori Junction,No,,,,3.5,
Desi Villa,No,,,,3.7,
Kanwarji's,No,,,,3.5,
Palomino,Yes,,,,3.7,
Raasa The Luxuriate Fine Dine,Yes,,,,3.7,
Shiv Tikki Wala,No,,,,3.8,
The Barbeque Company,No,,,,3.8,
The Wrap Factory,No,,,,3.6,
Urban Punjab,No,,,,3.5,
Classic,No,,,,4,
Goosebumps,Yes,,,,4,
Adyar Ananda Bhavan,No,,,,2.8,
Amma Mess,No,,,,3.4,
Amritsari Chaap Corner,No,,,,2.9,
Aroma Spice,No,,,,3.4,
Boheme Cafe Bar,Yes,,,,3.2,
Cafe Coffee Day,No,,,,2.6,
Chinese King,Yes,,,,2.5,
Chopsuey,Yes,,,,3.2,
Chowringhee,Yes,,,,3.4,
Crossroad Bar and Restaurant,No,,,,3,
Domino's Pizza,No,,,,3.4,
Giani's,Yes,,,,3.4,
Giani,Yes,,,,2.7,
Gulnar Bar Be Que,Yes,,,,3.1,
Kwality Bengali Sweets,No,,,,2.9,
Little Chef,Yes,,,,2.7,
M J Dosa Corner,No,,,,2.9,
Moolchand's,No,,,,3.3,
New Angaar Hyderabadi,Yes,,,,3.1,
New Frontier Hotel,No,,,,3.3,
Oberoi Biryani,No,,,,2.9,
Om Ji Om,No,,,,3.2,
Om Saravana Bhavan,No,,,,2.7,
Pindi Meat,No,,,,3.4,
Punjab Sweet Corner,No,,,,3.3,
R1 Lounge,Yes,,,,2.6,
R1 Take Away,Yes,,,,2.5,
Raffles,No,,,,3.1,
Raj Sweets,No,,,,2.8,
Ramas Cafe,No,,,,3.3,
Sandoz,No,,,,3.4,
Sandoz,No,,,,2.7,
Shudh,Yes,,,,3.1,
Southy,Yes,,,,3.1,
Spicy by Nature,No,,,,2.7,
Spicy N Karara,Yes,,,,3.3,
Spooky Sky,Yes,,,,3.4,
Sri Krishna Udupi,No,,,,3,
Tempting Restaurant,Yes,,,,2.7,
The Smokin' Grill by The Flashback,Yes,,,,3.3,
Three Tuns,No,,,,3.2,
Wah Ji Wah,Yes,,,,2.5,
Wow! Momo,No,,,,2.6,
Wrap & Roll,Yes,,,,3.4,
Anjlika Pastry Shop,No,,,,3.6,
Bakeology,No,,,,3.5,
Changezi Chicken,Yes,,,,3.7,
Chargrill Resto Bar,Yes,,,,3.6,
Chowringhee,Yes,,,,3.7,
Glenz Cafe N Bakers,Yes,,,,3.8,
Happy2Bake,Yes,,,,3.5,
Nazeer Foods,Yes,,,,3.5,
Pakode Ki Dukaan,No,,,,3.6,
Peshawari Chicken Corner,Yes,,,,3.6,
Prem Dhaba,No,,,,3.7,
Ravi Raj Di Kulfi,No,,,,3.6,
Shawarma King's,Yes,,,,3.7,
Shri Rama Restaurant,Yes,,,,3.5,
Sri Balaji,No,,,,3.5,
Standard Burfee,No,,,,3.8,
Subway,No,,,,3.6,
Suruchi,Yes,,,,3.8,
Tera Hotel,No,,,,3.5,
The Diet Kitchen,Yes,,,,3.7,
The Spot,No,,,,3.5,
Wrapss,Yes,,,,3.5,
Wrapss,Yes,,,,3.5,
Al Naseem Foods Shawarma,No,,,,0,
Ganpati Bhoj,No,,,,0,
Pandit Dhaba,No,,,,0,
Red Chili Potato,No,,,,0,
Cafe Coffee Day,No,,,,2.3,
Jade Garden,No,,,,2.4,
Art of Spices,No,,,,4,
Sindhi Corner,No,,,,4,
The Feast House,No,,,,4.3,
Zaffran,No,,,,4.5,
McDonald's,No,,,,3.3,
Captain Grub,Yes,,,,3.1,
M:Eat by Blanco,No,,,,3.3,
Omazoni,Yes,,,,2.5,
Prabhu Chaat Bhandar,No,,,,3.2,
Sugar & Spice - Le Marche,No,,,,3.3,
Big Chill,No,,,,4.5,
Big Chill,No,,,,4.6,
Amici Cafe,Yes,,,,3.8,
Azam's Mughlai,No,,,,3.9,
Boombox Cafe,No,,,,3.6,
Cafe Illuminatii,Yes,,,,3.6,
Cafe Turtle,No,,,,3.6,
China Fare,No,,,,3.7,
Chokola,Yes,,,,3.8,
Cravings By Arshi Dhupia,No,,,,3.6,
Harry's Bar + Cafe,No,,,,3.7,
Khan Chacha,No,,,,3.7,
La Bodega,Yes,,,,3.6,
La Vie,Yes,,,,3.9,
Latitude 28,No,,,,3.8,
Laziz Kabab (Subhash Restaurant),No,,,,3.7,
Mr. Choy,No,,,,3.9,
Public Affair,No,,,,3.8,
Qureshi Kabab,No,,,,3.5,
Side Wok,Yes,,,,3.9,
Subway,Yes,,,,3.7,
t Lounge by Dilmah,No,,,,3.6,
The Blue Door Cafe,No,,,,3.7,
The Coffee Bean & Tea Leaf,No,,,,3.8,
Town Hall,No,,,,3.8,
Wok  In The Clouds,Yes,,,,3.8,
Cafe Coffee Day,No,,,,0,
Civil House,No,,,,4.2,
L'Opera,Yes,,,,4,
Mamagoto,Yes,,,,4.1,
Out Of The Box,No,,,,4,
Parallel,No,,,,4,
Perch Wine & Coffee Bar,No,,,,4.2,
Smoke House Deli,No,,,,4,
Smokey's BBQ and Grill,Yes,,,,4.2,
SodaBottleOpenerWala,No,,,,4.2,
The Artful Baker,No,,,,4,
The Big Chill Cakery,No,,,,4.4,
The Chatter House,No,,,,4.2,
Amaze Dining,No,,,,3.1,
Amritsari Naan & Kulcha,No,,,,3.1,
Bangla Sweets,Yes,,,,3.3,
Bj's Lounge & Cafe,Yes,,,,3,
BTW,No,,,,3.2,
Cabana's Kabab & Curry's,No,,,,3.3,
Cafe Coffee Day,No,,,,3.2,
Chaap Point,No,,,,3.2,
Chicken Chilli Corner,No,,,,3.1,
Chinese Dragon,No,,,,2.6,
Copper Restro Bar,No,,,,2.8,
Corner Sweets,No,,,,3.2,
D'Casa,No,,,,2.7,
Delhi 15,Yes,,,,2.7,
Dialogue Lounge & Caf??,No,,,,3,
Domino's Pizza,No,,,,3.3,
Flavours From Heaven,No,,,,3.3,
Flavours Of Biryani,Yes,,,,3.3,
Flirty Momo's,Yes,,,,3,
Gedi Grill,No,,,,3.4,
Green Chick Chop,No,,,,2.7,
Indian Bites,Yes,,,,2.7,
Karan's Vaishno Dhaba,Yes,,,,3.2,
Le Swaadik,No,,,,3.3,
Let's Meet Up,No,,,,3.2,
Madan's Kabab Centre,No,,,,3.2,
Midnight Fries,Yes,,,,2.7,
Moradabadi Biryani,No,,,,3.1,
Namdhari's Icecream & Bakers,No,,,,2.8,
Pahariya Chicken Corner,No,,,,3.1,
Pahariya Chicken,No,,,,2.7,
Pappi Machhi Wala,No,,,,3.2,
Pizza Hut Delivery,Yes,,,,2.6,
Polka Cakes & Coffee,No,,,,3.3,
Punjabi Joint,No,,,,2.8,
Rain Tree Grill,Yes,,,,3.2,
Resunga Food Corner,No,,,,3,
Shri Ram Poori Wale,No,,,,2.8,
Supa's Restaurant,No,,,,3.2,
Swad Fast Food,No,,,,2.9,
Syall Kotian Da Dhaba,No,,,,3,
The Krib,No,,,,3.2,
Turtle Bay,No,,,,3.4,
Yakooz,No,,,,3.1,
Above & Beyond,Yes,,,,3.5,
Bawa Chicken,No,,,,3.5,
Chatore,No,,,,3.6,
Chocomore,No,,,,3.7,
Clay 1 Grill,No,,,,3.6,
Firangi Island,No,,,,3.5,
Jeet Chaat Bhandar,No,,,,3.5,
Mr. Grill,Yes,,,,3.6,
Tikka Junction,Yes,,,,3.5,
Momos Hut & Chinese Food,No,,,,2.4,
Wah Ji Wah,No,,,,2.1,
Yo! China,Yes,,,,2.4,
Aapki Apni Rasoi,No,,,,2.9,
Aapki Rasoi,No,,,,3,
Advance Bakery,No,,,,2.9,
Apni Rasoi,No,,,,2.9,
Bakeyard,No,,,,3,
Bharat Chicken Inn Foods,No,,,,2.9,
Bobby Veg Corner,No,,,,2.9,
Brunch Point,No,,,,2.9,
Bunty Dhaba,Yes,,,,2.5,
Chandni Chowk Ka Sonu Parathe Wala,No,,,,3.1,
Chankya,No,,,,3.2,
Chaudhary Di Hatti,No,,,,3.3,
Cook Du Kdu,Yes,,,,3.2,
Daawat Restaurant,Yes,,,,3.3,
Delhi Dairy,No,,,,3.2,
Domino's Pizza,No,,,,2.9,
Domino's Pizza,No,,,,3.1,
F 2 Pastry Shop,No,,,,3.3,
Food Villa,No,,,,2.9,
Goosebumps,No,,,,3.2,
Gulab,No,,,,3.3,
Health Buzzz,Yes,,,,3.1,
Jain Dhaba,No,,,,3.2,
Jeeta Kulfi Walle,No,,,,3.3,
Kamal Meat House,No,,,,2.6,
Katyani Rasoi,No,,,,3.2,
Magic Masala,No,,,,3,
Masala Magic,No,,,,3,
Mother Sweets,No,,,,3.4,
Panj Taara,No,,,,3.1,
Prince Fried N Grilled Chicken,No,,,,2.7,
Punjabi's Veg Grill,No,,,,3.1,
Raja Chat Corner,No,,,,3.3,
Rajshree,No,,,,3.3,
Sachdeva Chicken Corner,No,,,,3.4,
Shree Rathnam,Yes,,,,2.9,
Sialkot,No,,,,3.1,
Singh-O-Singh Kebabs,Yes,,,,3.1,
Super Snacks,No,,,,3.1,
Tandoori Night,No,,,,3.1,
The Chaupal Bar And Restaurant,No,,,,2.9,
The Grill Point,No,,,,3,
The Roll Hut,No,,,,3.1,
Triveni,No,,,,3.2,
Gokul Foods,No,,,,3.6,
Papa Pizza,No,,,,3.5,
Aalishaan,No,,,,0,
Amritsari Chaat Bhandar,No,,,,0,
Bansal Foods,No,,,,0,
Bhatia Chinese Food,No,,,,0,
Break Fast Junction,No,,,,0,
Breakfast Hut,No,,,,0,
Buddy 's. Pizza,No,,,,0,
Chai Garam,No,,,,0,
Deepu Fish & Chicken,No,,,,0,
deliKitchen,No,,,,0,
Dial A Cake,Yes,,,,0,
Fuel Diet Cafe,No,,,,0,
GO CHATZ With Breadz,No,,,,0,
Goldy Chat Bhandar,No,,,,0,
Green Chick Chop,No,,,,0,
Hungry Heights,No,,,,0,
Kebabish,No,,,,0,
Khalsa Dhaba,No,,,,0,
Khanna's Hot Pizza,No,,,,0,
Lets Eat Veg,No,,,,0,
Mitra Da Dhabha,No,,,,0,
Murliwala Bakers,No,,,,0,
Panjabi Chic-Shoppe,No,,,,0,
Raj Petha Bhandar,No,,,,0,
Ramlal Sweets,No,,,,0,
Sanjha Chula Baba Da,No,,,,0,
Sri Krishna,No,,,,0,
Sugandh Corner,No,,,,0,
The Friends Cafe,No,,,,0,
The Muffin Girl,No,,,,0,
Rainbows,Yes,,,,3.1,
The Nest,No,,,,3.5,
Burger Head Quarter BHQ,No,,,,0,
Chez Jerome - Q Cafe,No,,,,0,
Mr. Billiken,No,,,,0,
Mulligan Cafe,No,,,,0,
Naya Adda,No,,,,0,
OCD - Online Cake Delivery,No,,,,0,
Puja Sandwich House,No,,,,0,
Ambersari Dhaba,No,,,,3.4,
Arabian Knites,No,,,,3,
Aryan's Rajasthani Pyaz Ki Kachori,No,,,,3.1,
Aviram's Chinese Kitchen,Yes,,,,2.7,
Bhagwan Sweets,No,,,,2.8,
Chawla,Yes,,,,2.7,
Chinese Hut,Yes,,,,3.2,
Flavourz,Yes,,,,3.3,
Lets Bake Love,No,,,,3,
Mahadev Dhaba,Yes,,,,2.6,
Sethi's Food Corner,No,,,,3.3,
Sethi's Restaurant,Yes,,,,3.4,
Sindhi Kulfi,No,,,,3,
Sri Kamakshi Vilas,No,,,,2.7,
The Midnight Hub - C,Yes,,,,2.6,
Anand Ji,No,,,,3.8,
Happy Hakka,Yes,,,,3.7,
Oberoi's,Yes,,,,3.6,
Relax Restaurant,Yes,,,,3.5,
Al-Rihan,No,,,,0,
All Day 99,Yes,,,,0,
Anna Dosa,No,,,,0,
Chick Chicken House,No,,,,0,
Chicken King,No,,,,0,
Choco Kraft,Yes,,,,0,
Cocoalicious Delights,No,,,,0,
FNV,No,,,,0,
Food En Vouge,Yes,,,,0,
Food Junction,No,,,,0,
Gian Ji Punjabi Dhaba,No,,,,0,
Govinda,No,,,,0,
Intermission,Yes,,,,0,
Karma Cafe & Lounge,Yes,,,,0,
Lotes Bakes,Yes,,,,0,
New Anna Ka Dosa,No,,,,0,
New Sethi's,No,,,,0,
Punjab Sweets,No,,,,0,
Shri Ram Dhaba,No,,,,0,
Standard Punjabi Food,Yes,,,,0,
Sunrise Bakery,No,,,,0,
Taste of Spice,Yes,,,,0,
The Celiac Kitchen,No,,,,0,
Aggarwal Sweet Corner,Yes,,,,3.4,
Behrouz Biryani,Yes,,,,3,
Biryani Blues,Yes,,,,3.1,
Burger King,Yes,,,,3.4,
Domino's Pizza,No,,,,2.5,
Gopal (Sindhi) Restaurant,Yes,,,,3.4,
Kabul Delhi,Yes,,,,2.9,
Khan Chacha,Yes,,,,2.9,
Pizza Hut Delivery,Yes,,,,2.8,
Punjabi Jaika,No,,,,3.3,
Rozy Restaurant,No,,,,2.6,
Taj Cafe,No,,,,3.1,
Tewari Sweets,No,,,,3.1,
The Burger Hut & Cake Shop,Yes,,,,3,
Angel's Basket,No,,,,3.5,
Bikanervala,Yes,,,,3.7,
Haldiram's,No,,,,3.8,
Moon of Taj,Yes,,,,3.8,
Tongue Thai'd,Yes,,,,3.7,
Udupi Sai Sarover,No,,,,3.8,
Wagh Bakri Tea Lounge,No,,,,3.5,
K2 Multi Cuisine Restaurant,No,,,,0,
Tibet Kitchen,No,,,,3.5,
Baba Nagpal Corner,No,,,,4.1,
Burger Street,No,,,,3.4,
Dilli Zaika,No,,,,3.2,
Mughal Chic Inn,No,,,,3.3,
Nutrition Theka,No,,,,3.3,
Punjabi Chaap Corner,No,,,,3.1,
Samosa Street,No,,,,3.3,
Shanu's Chicken Planet,No,,,,3.2,
Shanu's Food Shop,Yes,,,,2.8,
Bigbee,No,,,,0,
Delhi 6 Cafe,No,,,,0,
Lala Ji Sweets,No,,,,0,
MK's Chinese Food,No,,,,0,
Nirvana The Divine Kitchen,No,,,,0,
Preechen,No,,,,0,
Rahul Eggs,No,,,,4.2,
7 Stick,No,,,,2.8,
Aashirwad Restaurant,Yes,,,,2.6,
Amar Bakery,No,,,,3.3,
Apni Rasoi,No,,,,3.1,
Baked Buns,Yes,,,,3.1,
Banspi,No,,,,2.9,
Benchmark,No,,,,2.8,
Bobby Tikki Wala,No,,,,3,
Cafe Coffee Day,No,,,,2.7,
Cafe Coffee Day,No,,,,2.8,
Canteeno,No,,,,3,
Chai Mantra,No,,,,3.2,
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,No,,,,2.8,
Chandni Chowk Parantha Corner,No,,,,3.1,
Chauhan Laxmi Sweets,No,,,,3,
Chawla's The Cake Room,Yes,,,,3.4,
China Town,No,,,,2.9,
Domino's Pizza,No,,,,2.6,
Faasos,Yes,,,,2.6,
Fast Trax,Yes,,,,3.2,
Finger Licious,Yes,,,,3.4,
Gulshan Pastry Shop,No,,,,3,
Handa's,Yes,,,,2.6,
Homely Delight,No,,,,3.1,
Jahangeer Foods,Yes,,,,2.7,
Kaleva,No,,,,3.3,
Laxmi Vaishno Dhaba,No,,,,3,
Little Pleasure Restaurant & Cafe,No,,,,2.9,
Mauryan Multi Cuisine Restaurant,Yes,,,,3.4,
Mehta Food Junction,Yes,,,,3,
Om Bikaner Wale,No,,,,2.8,
Ovenstory Pizza,Yes,,,,2.9,
Prasadam,No,,,,2.8,
Priyanshi Fast Food,No,,,,3.3,
Punjabi Tadka,No,,,,3.1,
Pyaali,Yes,,,,2.8,
Ruby Dhaba,No,,,,2.7,
Shree Manakamna Fast Food,No,,,,3.4,
The Chinese Hut,No,,,,3,
The Chinese Hut,Yes,,,,3.2,
The Chinese Kitchen,No,,,,3.1,
Twenty Four Seven,No,,,,3.1,
Vegie Kitchen,No,,,,3.1,
Behrouz Biryani,Yes,,,,3.5,
Burger King,Yes,,,,3.5,
Mohit di Hatti,No,,,,3.8,
Play Pizza,Yes,,,,3.8,
Sushiya Express,Yes,,,,3.7,
Tantrum Coffee Bar,No,,,,3.5,
Chawla's Tandoori Junction,No,,,,0,
Chennai Express Greens,No,,,,0,
Omi Pizza,No,,,,0,
South Indian & Chinese Fast Food,No,,,,0,
The Khoj Cafe Restaurent,No,,,,0,
Bharat Chicken Inn,Yes,,,,2.4,
Nathu's Sweets,Yes,,,,2.1,
Wah Ji Wah,Yes,,,,2.2,
QD's Restaurant,Yes,,,,4.1,
Henri's Bar - Le Meridien,No,,,,3.3,
Le Belvedere - Le Meridien,No,,,,3.5,
Longitude - Le Meridien,No,,,,3.9,
Nero - Le Meridien,No,,,,3.5,
The One - Le Meridien,No,,,,3.8,
Eau De Monsoon - Le Meridien,No,,,,4,
Slounge - Lemon Tree Premier,No,,,,3.5,
Al Bake,No,,,,2.5,
Al-Bawarchi,No,,,,3.1,
Big Dragon,No,,,,3.1,
BTW,No,,,,3.3,
Capital Curry,No,,,,3.1,
Domino's Pizza,No,,,,2.5,
Ekta's Kitchen,Yes,,,,3.2,
Gopal's,No,,,,2.9,
Moti Mahal Delux,Yes,,,,2.6,
Open Oven,No,,,,3.4,
Relax Xpress,Yes,,,,3.2,
Roll Club,No,,,,2.7,
SM Gopal Ice Cream & Cakes,No,,,,3.2,
Bangla Sweet Corner,No,,,,2.6,
Chinois,No,,,,3,
Dawat,No,,,,2.9,
Establishment Ristorante,No,,,,3.1,
Ganesha Sweets & Restaurant,No,,,,2.6,
Gopala,No,,,,3.3,
Green Chick Chop,No,,,,2.9,
Hot Chimney,No,,,,2.5,
Icon,No,,,,3.2,
Juneja's Eating Plaza,Yes,,,,3.4,
Lodhi Knights,No,,,,3.1,
Ram Singh's Bhoj,No,,,,2.9,
Republic of Chicken,No,,,,2.7,
Slice of Italy,Yes,,,,3.3,
Subway,Yes,,,,3.2,
The Altitude Cafe and Deli,No,,,,3.1,
Tokyo Mon Amour,No,,,,3.1,
Bhane,No,,,,3.6,
Celeste,No,,,,3.5,
Chidambaram's New Madras Hotel,Yes,,,,3.8,
CJ's Fresh,Yes,,,,3.8,
Elma's Brasserie,Yes,,,,3.7,
Kunafa,Yes,,,,3.9,
Lahori Gate,Yes,,,,3.5,
M I Food Center,No,,,,3.8,
Sugar Blossoms,No,,,,3.6,
Eywa by Saby @ Celeste,No,,,,0,
Cafe Coffee Day,No,,,,2.3,
Guppy,No,,,,4.1,
Ping's Caf?? Orient,No,,,,4.1,
The All American Diner,No,,,,4.1,
Armaan's Restaurant,No,,,,2.8,
Garden Chef,No,,,,3,
Golooji's Chat Waat,No,,,,3.3,
Oriental Lee,No,,,,2.7,
Peshawari Restaurant,No,,,,3.1,
Tikka Town,No,,,,3.1,
Titu Restaurant,No,,,,2.9,
Vijay Dhaba,No,,,,2.9,
Wild Willy,No,,,,3.2,
Diva Spiced,No,,,,3.7,
Granma's Homemade,No,,,,3.6,
Karim's,No,,,,3.8,
Sab Ki Khatir,No,,,,3.7,
Golden Bakery,No,,,,0,
Krishan Sweets,No,,,,0,
Rai Ji Caterers,No,,,,0,
Szoun Chinese Food,No,,,,0,
Yummy Mummy @ Delhi,No,,,,0,
Lodi - The Garden Restaurant,Yes,,,,4.2,
Aggarwal Sweets & Restaurant,No,,,,2.7,
Ashirwad Dhaba,No,,,,2.9,
Barichi Restaurant,No,,,,2.9,
Bikaner Sweets,No,,,,2.7,
Bikaner,No,,,,2.9,
Chatori Zubaan 2,No,,,,3,
Chinese Mania,No,,,,3.2,
Da Pizza Corner,Yes,,,,2.5,
Dhaba Cash 'N' Carry Kitchen,No,,,,3.1,
Dom Dang Kins Restaurant,No,,,,3.1,
First Choice,No,,,,2.9,
Hungry Hut,No,,,,3.1,
Le Seasons Restaurant,No,,,,2.8,
Moti Mahal Delux,No,,,,3,
Popsy's,No,,,,3,
Prabhu,No,,,,3.1,
Saptagiri,No,,,,2.8,
Spice Hut,No,,,,2.9,
Taste of Vishal,No,,,,2.9,
The Tandoori Night,No,,,,2.8,
Traffic Jaam,No,,,,2.9,
Tripti,No,,,,3.1,
Uttaranchal Dhaba & Restaurant,No,,,,2.9,
Wah Ji Wah,No,,,,2.9,
Resto 37,No,,,,3.9,
Aakash Sweets & Caterers,No,,,,0,
Aapka Mangal Restaurant,No,,,,0,
Al-Karim,No,,,,0,
Apna Dhaba,No,,,,0,
Burger Wala,No,,,,0,
Cafe Highway,No,,,,0,
Cake Point,Yes,,,,0,
Chatori Zubaan Chur Chur Naan,No,,,,0,
Coffee Shop,No,,,,0,
Colonel's Kebabs & Curries,No,,,,0,
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,No,,,,0,
Dolphin - The Food Cafe,No,,,,0,
First Treat Bakers,No,,,,0,
Flavours Of Delhi,No,,,,0,
Foresto Lawn & Restaurant,No,,,,0,
Jain Sweets & Bakers,No,,,,0,
JD's Restaurant,No,,,,0,
Just Vada Pav,No,,,,0,
Kaka De Dhaba,No,,,,0,
Kolcata Bengali Dhaba,No,,,,0,
Kukkuu Da Dhaba,No,,,,0,
M&S Coffee Cafe,No,,,,0,
Malabar Style Kitchen,No,,,,0,
Mathura Lassi Wala,No,,,,0,
Metropolitan Cafe,No,,,,0,
