unique ,u1,u2,u3,u4,,v1,v2,v3,v4,sum,,number of restaurant ,percentage 
,British, Bar Food, Sandwich,,,,,,,,,,
,American, Desserts, Steak,,,,,,,,,,
,Breakfast,,,,,,,,,,,,
,International,,,,,,,,,,,,
,Breakfast, Spanish, Tapas,,,,,,,,,,
,American, Burger,,,,,,,,,,,
,American, Seafood, Steak,,,,,,,,,,
,Italian, Deli,,,,,,,,,,,
,Sandwich, Seafood, Steak,,,,,,,,,,
,European, German,,,,,,,,,,,
,Breakfast, Mexican,,,,,,,,,,,
,Desserts, Bar Food,,,,,,,,,,,
,International, Italian, Southern,,,,,,,,,,
,Mexican, Vegetarian,,,,,,,,,,,
,Seafood, Steak,,,,,,,,,,,
,Cuban, Spanish,,,,,,,,,,,
,Modern Australian, Australian,,,,,,,,,,,
,Australian,,,,,,,,,,,,
,Bar Food,,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,Seafood, Southern,,,,,,,,,,,
,Burger, Seafood, Steak,,,,,,,,,,
,Asian, Chinese, Thai,,,,,,,,,,
,Pizza, Sandwich,,,,,,,,,,,
,Burger, Bar Food, Vegetarian,,,,,,,,,,
,Fast Food, Seafood,,,,,,,,,,,
,American,,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,American, Southern,,,,,,,,,,,
,Greek, Italian,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,Japanese, Sushi,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Japanese, Steak, Sushi,,,,,,,,,,
,Indian, Middle Eastern,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,Southern,,,,,,,,,,,,
,BBQ,,,,,,,,,,,,
,Coffee and Tea, Mediterranean,,,,,,,,,,,
,Coffee and Tea, Tapas, Australian,,,,,,,,,,
,Italian, Mediterranean, Pizza,,,,,,,,,,
,Indian, Middle Eastern,,,,,,,,,,,
,Italian, Pizza, Vegetarian,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Asian, Chinese,,,,,,,,,,,
,American, Breakfast,,,,,,,,,,,
,American, Italian, Seafood,,,,,,,,,,
,Burger, Pizza, Sandwich,,,,,,,,,,
,Japanese, Sushi,,,,,,,,,,,
,Coffee and Tea, Desserts, Beverages,,,,,,,,,,
,Sandwich, Sushi, Tapas,,,,,,,,,,
,American, BBQ, Steak,,,,,,,,,,
,Pizza, Sandwich,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,American,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mexican,,,,,,,,,,,,
,American, Bar Food,,,,,,,,,,,
,Thai,,,,,,,,,,,,
,Japanese, Steak, Sushi,,,,,,,,,,
,Burger, Greek, Sandwich,,,,,,,,,,
,Burger, Seafood, Steak,,,,,,,,,,
,Asian,,,,,,,,,,,,
,American,,,,,,,,,,,,
,American,,,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Turkish, Arabian, Middle Eastern,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Asian,,,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Thai, Japanese, Chinese, Indonesian, Vietnamese,,,,,,,,
,Indian, North Indian, Mughlai, Biryani,,,,,,,,,
,Indian, South Indian,,,,,,,,,,,
,Filipino, Japanese, Asian,,,,,,,,,,
,American, Mexican, Seafood,,,,,,,,,,
,Pakistani, Afghani, Indian, Hyderabadi,,,,,,,,,
,Lebanese, Arabian, Middle Eastern,,,,,,,,,,
,Indian,,,,,,,,,,,,
,Indian, North Indian, Chinese,,,,,,,,,,
,Indian, North Indian,,,,,,,,,,,
,Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,American, Desserts,,,,,,,,,,,
,Mediterranean, Italian, Thai, European,,,,,,,,,
,Indian, Rajasthani,,,,,,,,,,,
,Indian,,,,,,,,,,,,
,Indian, North Indian,,,,,,,,,,,
,International, Indian,,,,,,,,,,,
,Continental, Indian,,,,,,,,,,,
,Indian,,,,,,,,,,,,
,Indian, Continental,,,,,,,,,,,
,American, Burger,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Asian, Chinese,,,,,,,,,,,
,Indian, North Indian, Street Food,,,,,,,,,,
,Indian,,,,,,,,,,,,
,Indian, Asian,,,,,,,,,,,
,Seafood, American,,,,,,,,,,,
,American, Desserts,,,,,,,,,,,
,Cafe, Burger,,,,,,,,,,,
,American, Mexican, Burger,,,,,,,,,,
,Goan, Chinese, Indian, North Indian,,,,,,,,,
,Indian, North Indian, South Indian, Chinese,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Indian, Mughlai, South Indian, Biryani,,,,,,,,,
,Indian, North Indian, Chinese,,,,,,,,,,
,Lebanese,,,,,,,,,,,,
,Fast Food, American,,,,,,,,,,,
,Pakistani, Indian,,,,,,,,,,,
,Pakistani, Indian, Mughlai,,,,,,,,,,
,Pakistani, Chinese, Indian, Afghani,,,,,,,,,
,Fast Food, Pizza,,,,,,,,,,,
,Bakery, Arabian, Middle Eastern,,,,,,,,,,
,Arabian, Middle Eastern,,,,,,,,,,,
,African, Portuguese,,,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,American, Mexican,,,,,,,,,,,
,Indian, North Indian,,,,,,,,,,,
,American, Mexican, Burger,,,,,,,,,,
,Cafe, Bakery, Desserts,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Rajasthani,,,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, European,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Rajasthani, Gujarati, Mughlai,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,South Indian, Desserts,,,,,,,,,,,
,North Indian, Chinese, Continental, Mughlai,,,,,,,,,
,Cafe, North Indian, Chinese,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Cafe, Italian, Mexican, North Indian, Continental,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Chinese, Italian, Continental, North Indian,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Chinese, Italian, North Indian, Mexican, Mediterranean, Thai,,,,,,,
,Continental, Chinese, North Indian,,,,,,,,,,
,Ice Cream, Desserts, Continental,,,,,,,,,,
,North Indian, Continental, Mexican, Italian,,,,,,,,,
,Pizza, Italian, Beverages, Desserts,,,,,,,,,
,Pizza, Italian,,,,,,,,,,,
,Cafe, Continental, Desserts,,,,,,,,,,
,North Indian, Cafe, Italian, Mexican, Continental,,,,,,,,
,North Indian, South Indian, Asian, Continental,,,,,,,,,
,Desserts, Ice Cream,,,,,,,,,,,
,Fast Food, Street Food, South Indian,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich,,,,,,,
,Italian, Fast Food,,,,,,,,,,,
,Cafe, Beverages, Desserts, Pizza,,,,,,,,,
,Cafe, Italian,,,,,,,,,,,
,North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean,,,,,,
,Continental, Italian, Chinese,,,,,,,,,,
,North Indian, Italian, Asian, South Indian,,,,,,,,,
,Cafe, American, Continental, Armenian, Fast Food,,,,,,,,
,Continental,,,,,,,,,,,,
,North Indian, South Indian, Fast Food,,,,,,,,,,
,Cafe, Fast Food,,,,,,,,,,,
,North Indian, Street Food, Fast Food,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,American, Fast Food,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian, Pizza,,,,,,,,,,,
,Fast Food, American, Salad, Healthy Food,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Italian,,,,,,,,,,
,South Indian, Chinese,,,,,,,,,,,
,Continental, Italian,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,Desserts, Fast Food,,,,,,,,,,,
,South Indian, North Indian, Chinese, Continental,,,,,,,,,
,Mughlai, North Indian, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe, Bakery, Fast Food,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Fast Food, Italian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Street Food,,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian,,,,,,,,,
,Italian, Continental, Chinese, North Indian,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,North Indian, South Indian,,,,,,,,,,,
,South Indian, North Indian, Chinese, Fast Food,,,,,,,,,
,North Indian, Chinese, Continental, Italian, Mexican,,,,,,,,
,Italian, Fast Food, North Indian, Chinese,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Continental, Chinese, Biryani, North Indian,,,,,,,,,
,Juices, Desserts,,,,,,,,,,,
,South Indian, Chinese, North Indian,,,,,,,,,,
,Mughlai, Biryani,,,,,,,,,,,
,Maharashtrian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe, Mughlai, North Indian,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,North Indian, Hyderabadi,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Asian,,,,,,,,,,,,
,Italian, American, Pizza,,,,,,,,,,
,European, Continental,,,,,,,,,,,
,Modern Indian,,,,,,,,,,,,
,Bakery, Desserts, Cafe,,,,,,,,,,
,Pizza, Cafe, Italian,,,,,,,,,,
,Pizza, Cafe, Italian,,,,,,,,,,
,Continental, American, Italian, North Indian, Chinese, Cafe,,,,,,,
,American, Burger, Cafe,,,,,,,,,,
,North Indian, European, Mediterranean,,,,,,,,,,
,North Indian, Chinese, Italian, Street Food, Desserts,,,,,,,,
,Continental, American,,,,,,,,,,,
,European, Mediterranean, North Indian,,,,,,,,,,
,Asian, Mediterranean, North Indian,,,,,,,,,,
,Pizza, Cafe, Italian,,,,,,,,,,
,Continental,,,,,,,,,,,,
,Finger Food, North Indian, Italian, Continental, Thai, South Indian,,,,,,,
,Continental, Italian, North Indian,,,,,,,,,,
,Modern Indian,,,,,,,,,,,,
,Cafe, Chinese, North Indian,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Cafe, Fast Food,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,Pizza, Italian, Fast Food,,,,,,,,,,
,Fast Food, Mexican, Tex-Mex,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, South Indian, Street Food, Bakery,,,,,,,,,
,North Indian, South Indian, Street Food, Bakery,,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Italian, Mexican, Chinese,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Mediterranean, Asian, Continental, North Indian, Arabian,,,,,,,,
,Cafe, Charcoal Grill, Steak,,,,,,,,,,
,Fast Food, North Indian, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Asian, European,,,,,,,,,,
,Cafe, Italian, Mexican, Bakery,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Mexican, Beverages,,,,,,,,,
,Chinese, North Indian, Cafe,,,,,,,,,,
,Mughlai, Chinese, North Indian,,,,,,,,,,
,Cafe, Chinese, Fast Food, Seafood,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Italian, Cafe, Chinese, Continental,,,,,,,,,
,North Indian, Rajasthani,,,,,,,,,,,
,Cafe, Tea,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Asian, Continental,,,,,,,,,,,
,North Indian, Chinese, Continental, Pizza,,,,,,,,,
,American, Cafe,,,,,,,,,,,
,Mexican, American, Italian,,,,,,,,,,
,Japanese, Chinese, Thai, Malaysian, Burmese, Asian,,,,,,,
,Continental, Italian, Thai, Finger Food,,,,,,,,,
,North Indian, Continental, Asian,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,American, Tex-Mex,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental, Italian, Burger,,,,,,,,
,Bakery, Desserts, Cafe,,,,,,,,,,
,Cafe, Bakery,,,,,,,,,,,
,Burger, Fast Food, Desserts, Beverages,,,,,,,,,
,Mexican, Fast Food,,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Desserts, American,,,,,,,,,,,
,European, Italian, Desserts,,,,,,,,,,
,North Indian, Chinese, Arabian,,,,,,,,,,
,Continental, Cafe, Italian, Desserts,,,,,,,,,
,North Indian, Mughlai, Chinese, South Indian,,,,,,,,,
,Mexican, American, Tex-Mex, Burger,,,,,,,,,
,Cafe, European,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Cafe, Continental,,,,,,,,,,,
,Italian, Mexican, Chinese, Thai, North Indian,,,,,,,,
,North Indian,,,,,,,,,,,,
,South Indian, Chettinad,,,,,,,,,,,
,Biryani, North Indian,,,,,,,,,,,
,European, Cafe, Italian,,,,,,,,,,
,North Indian, Mughlai, Chinese, South Indian,,,,,,,,,
,North Indian, Mughlai, Chinese, South Indian,,,,,,,,,
,Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean,,,,,,
,North Indian, Continental,,,,,,,,,,,
,North Indian, European, Mediterranean,,,,,,,,,,
,North Indian, Mediterranean, Asian, Arabian,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe, Continental, Fast Food,,,,,,,,,,
,South Indian, Chettinad, North Indian,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Continental, Fast Food, Desserts, Indian,,,,,,,,,
,South Indian, Biryani,,,,,,,,,,,
,Continental, Chinese, Thai, Malaysian, North Indian,,,,,,,,
,North Indian, Continental,,,,,,,,,,,
,Parsi, North Indian,,,,,,,,,,,
,Cafe, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Italian, Mexican,,,,,,,,,
,Italian, North Indian, Desserts,,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,North Indian, Biryani,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Chinese, Street Food,,,,,,,,,,
,Desserts, Ice Cream,,,,,,,,,,,
,North Indian, European, Mediterranean,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,Chinese, Thai, Tibetan,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian, Fast Food,,,,,,,,,,
,Mughlai, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Cafe, Chinese,,,,,,,,,,,
,Burger, Desserts,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Mediterranean, Asian, Chinese,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe, Chinese, Fast Food,,,,,,,,,,
,Cafe, Mexican,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Fast Food, Bakery,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese, North Indian, Fast Food,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Fast Food, Burger,,,,,,,,,,,
,North Indian, South Indian, Gujarati, Rajasthani,,,,,,,,,
,Chinese, Thai,,,,,,,,,,,
,Burger, Desserts, Fast Food,,,,,,,,,,
,Cafe, Desserts,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,American, Fast Food, Burger,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Desserts, Ice Cream,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Cafe, Chinese, Fast Food,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, Chinese, Italian,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese, Italian,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food, Mithai,,,,,,,,
,Cafe,,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, South Indian, Fast Food, Street Food, Mithai,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Fast Food, Desserts, Ice Cream, Beverages,,,,,,,,,
,Cafe, North Indian, Chinese, Continental,,,,,,,,,
,Fast Food, North Indian,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Burger, Fast Food,,,,,,,,,,,
,Cafe, American, Mexican, Italian, Thai,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Raw Meats, North Indian, Chinese, Fast Food,,,,,,,,,
,Ice Cream, Desserts,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Juices, Beverages,,,,,,,,,,,
,Beverages,,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Fast Food, Bakery,,,,,,,,,,,
,American, Fast Food, Salad, Healthy Food,,,,,,,,,
,Cafe, Italian, Mexican, Continental,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Ice Cream,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Cafe, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Street Food,,,,,,,,,,,,
,Street Food, South Indian, Mithai,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Mithai, North Indian,,,,,,,,,,,
,Ice Cream, Desserts, Beverages,,,,,,,,,,
,North Indian, Fast Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Asian,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Street Food, Fast Food,,,,,,,,,,,
,North Indian, Seafood,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Cafe, Italian, Salad,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,Street Food, Fast Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Cafe,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Italian, Fast Food,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Desserts,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Mithai, North Indian, South Indian, Chinese, Fast Food,,,,,,,,
,South Indian, North Indian, Chinese,,,,,,,,,,
,Mithai, Street Food, Fast Food,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Biryani,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,Chinese, Fast Food,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Italian, North Indian,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Raw Meats, Fast Food,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,Raw Meats, North Indian, Fast Food,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Italian, Fast Food,,,,,,,,,,,
,Mithai, South Indian, Chinese, Street Food,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,North Indian, South Indian, Chinese,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Chinese, North Indian,,,,,,,,,,,
,Fast Food, Chinese,,,,,,,,,,,
,North Indian, Mughlai,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,South Indian,,,,,,,,,,,,
,Raw Meats, Fast Food, North Indian,,,,,,,,,,
,North Indian, South Indian, Chinese, Fast Food,,,,,,,,,
,Bakery,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Mithai,,,,,,,,,,,,
,Mithai, Bakery, Street Food, Chinese, South Indian,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Pizza, Fast Food,,,,,,,,,,,
,North Indian, Chinese, Fast Food,,,,,,,,,,
,North Indian, Chinese, Continental,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Pizza,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, Raw Meats,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,North Indian, Mughlai, Chinese,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,Mughlai,,,,,,,,,,,,
,Bakery, Fast Food,,,,,,,,,,,
,Bakery, Desserts,,,,,,,,,,,
,Chinese,,,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mithai, Street Food, Chinese,,,,,,,,,,
,North Indian, Chinese, Mughlai,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,Fast Food, Beverages,,,,,,,,,,,
,Fast Food, Pizza,,,,,,,,,,,
,North Indian, Chinese, South Indian,,,,,,,,,,
,North Indian,,,,,,,,,,,,
,North Indian, Chinese,,,,,,,,,,,
,North Indian, Chinese, South Indian, Fast Food,,,,,,,,,
,Bakery,,,,,,,,,,,,
,Mithai, Street Food,,,,,,,,,,,
,Fast Food, Chinese, Burger,,,,,,,,,,
,Italian,,,,,,,,,,,,
,Fast Food,,,,,,,,,,,,
,Mediterranean,,,,,,,,,,,,
