Restaurant Name,is chain,Aggregate rating,Votes
Ano Tai - Jaypee Vasant Continental,No,3.4,64
Tapas - Jaypee Vasant Continental,No,3.2,24
The Old Baker - Jaypee Vasant Continental,No,3.3,17
Eggspectation - Jaypee Vasant Continental,No,3.6,162
Paatra - Jaypee Vasant Continental,No,3.5,79
Ambarsaria by Gourmet Affaire's,No,3.1,43
August Moon,No,2.8,142
Keventers,Yes,3.3,10
Moets Curry Leaf Express,No,3.2,23
Natural Ice Cream,Yes,4.5,665
"34, Chowringhee Lane",Yes,3.2,15
Qureshi,No,3,27
Shree Ram Sweet Centre,No,2.7,13
Teflas,No,3.4,53
The Viraj Food Zone,No,3.2,29
RollsKing,Yes,3.5,14
Secular House Canteen,No,3.8,414
Amul Ice-Cream Parlour,Yes,0,1
Sunny Restaurant & Tiffin,No,0,0
Kerala Cafe,Yes,2.3,44
Veer Jee Restaurant,No,3.1,35
Oval Bar - JW Marriott New Delhi,No,3.3,15
Bakey Wish,No,3,6
Bikaner Namkeen Bhandar,No,3.1,9
Chhole Bhature Corner,No,3.3,21
Fresh n Frozen,No,3.1,9
Pind Punjabi,No,3,4
Sanjha Chulha,Yes,3.1,13
Shaan e Punjab,No,3.1,21
Cafe 27,No,3.6,455
MR.D - Deliciousness Delivered,Yes,3.5,367
Pita Pit,Yes,3.8,540
Al-Malik Chicken Point,No,0,1
Amul Sweets & Bakery,No,0,0
Elements - Mapple Express,No,0,0
Food 24,No,0,1
Food Corner,No,0,0
Food Master's Galley,No,0,2
Habibi Express,Yes,0,0
Hide Out Cafe,No,0,1
Moriarty Delivers,No,0,0
Big Chill,Yes,4.4,1521
Maxims Pastry Shop,No,4.2,729
Uncultured Cafe & Bar,No,4.3,90
2 Nice 2 Slice,No,3.2,17
Aggarwal Bikaneri Sweets,Yes,2.9,11
Aggarwal Sweet Corner & Restaurant,No,2.6,38
Aggarwal Sweets India,Yes,2.8,9
Aggarwal's Sweets Paradise,Yes,2.7,16
Aggarwal's Sweets,No,2.9,7
Anna Ka Dosa,No,3.4,41
Big Chow Xpress,No,2.6,58
Bikaner Sweets & Namkeen,No,2.9,4
Cafe Coffee Day,Yes,2.9,33
Cake Plaza,No,3.1,28
Crispy Tokri,No,3.1,100
De Royale Food's,No,3.2,22
Faasos,Yes,3,4
Fouji Da Vaishno Dhaba,No,2.9,14
Fun Bytes,No,2.5,13
G's Patisserie,No,2.8,8
Giani,Yes,3.2,17
Gopals 56,No,3.2,8
Green Chick Chop,Yes,3.2,26
Heaven's Kitchen,No,3.3,85
Heavens Food Corner,No,2.8,14
Just Kababs,No,3.4,25
Keventers,Yes,3.2,10
Komal Kitchen,No,2.8,7
Kwality Sweets & Restaurant,No,2.9,10
Mehak Food Corner,No,3.2,87
Mr. Sub,Yes,3.2,57
Muradabadi Shahi Biryani & Chicken Corner,Yes,2.6,24
Muradabadi,No,3,5
New Radhe Radhe Snacks Corner,No,3.1,9
Nirula's Ice Cream,Yes,3.2,14
Noor Restaurant,No,3.4,20
Paul's Homemade,No,3.1,11
Pinkom's Bar-Be-Que,No,3.2,12
Prince of China,No,3.1,70
Punjabi Corner,No,3.3,55
Punjabi Snacks,No,2.9,4
Quality Food Point,No,3,10
Radhe Shyam,No,2.8,10
Raj South Indian Food,No,3,8
Roll Club,Yes,3.3,91
Shameem Kabab Corner,No,3.3,67
Shiv Dhaba,No,3.1,92
Silver Spoons,No,2.7,6
Takkar Dhaba,No,2.6,24
The Biryani Wallas,No,3.2,26
The Tuck Shop,No,3.3,17
Uncle Xpress,No,3.4,80
Vaishno Rasoi,Yes,2.6,23
Vatika,No,2.7,52
Walk To Italy,No,3.1,11
Behrouz Biryani,Yes,3.6,30
Big Dragon,Yes,3.6,108
Cafe Filter,No,3.6,22
Chowki,No,3.7,89
Circle Cafe and Bar,No,3.5,30
FreshMenu,Yes,3.6,36
Giani's,Yes,3.5,80
Gopal's 56,No,3.8,71
Instapizza,Yes,3.8,492
Just Vada Pav,Yes,3.6,94
Khidmat,Yes,3.6,372
Naivedyam,Yes,3.8,495
New Shere Punjab Dhaba,No,3.6,91
Sant Sweets,No,3.5,60
Tikka- Way,No,3.5,23
Bake Bite,No,0,3
Chinese Chaat Corner,No,0,0
Chocofairies,No,0,3
Punjabi Rasoi,Yes,2.4,11
Punjabi Xpress,No,2.3,9
The Cake Factory,No,2.3,19
"34, Chowringhee Lane",Yes,3.3,86
Annapurna Restaurant,No,2.5,56
BTW,Yes,3.1,10
Cafe Coffee Day,Yes,3.3,82
Chawla's Chic Inn,Yes,3.3,26
Chennai Hot Cafe,No,3.4,75
Daawat E Mezbaan,No,3.1,77
Dessert in Desert,No,3.4,38
Domino's Pizza,Yes,3.4,36
Filmy Cafe & Bar,No,2.9,4
Firenze,No,2.8,25
Giani,Yes,3.4,41
Gullu's,Yes,3.1,69
Manwhar,No,3.2,69
Midnight Hunger Hub,Yes,3.3,6
Mini Shop,No,3.3,49
Nine 75 Lounge & Bar,No,3.2,145
Pradhan Ji Multi Cuisine Restaurant,No,3.3,41
Punjabi Chaap Corner,Yes,2.9,15
Sagar Ratna,Yes,2.7,109
Shiva Coffee & South Indian Fast Food,No,2.7,41
The Ice Cafe,No,3.2,28
Tikka Junction,Yes,3.4,21
Trending Eats,No,3.4,21
Twenty Four Seven,Yes,3.3,53
Vikrant Cafe,No,3.3,145
Vishal Restaurant,No,3.1,24
Badri Prasad Ramesh Kumar Caterers,No,3.5,12
Bistro,No,3.9,55
Chaudhary Sweets Corner,No,3.8,36
Chowringhee,Yes,3.6,108
Cones & Curries,Yes,3.7,151
Darvesh Corner,No,3.6,91
Deez Biryani & Kebabs,Yes,3.7,393
Frozen Pan,No,3.9,72
Giani's,Yes,3.8,167
Havmor Ice Cream,Yes,3.7,20
Keventers,Yes,3.5,61
Manohar Bikkaneri,Yes,3.8,83
Manohar Bikkaneri,Yes,3.6,62
Nukkadwala,Yes,3.7,58
Om Di Hatti,No,3.7,116
Orange Tree Cafe,No,3.5,21
Rigo Noodles,No,3.5,133
Sethi's The Cake Shop,Yes,3.9,150
Shake Square,Yes,3.6,261
Sharma Kachoriwala,No,3.7,131
Shawarma Wala,Yes,3.7,234
Shree Rathnam,Yes,3.5,85
Shri Bankey Bihari Brajwasi Rasgulle Wala,No,3.5,36
Sid's Kitchen,No,3.8,115
Subway,Yes,3.5,143
Sweet Life By Henna,No,3.5,47
The Midnight Heroes,Yes,3.8,41
Urban Hub,No,3.6,346
Vaishno Chat Bhandar,No,3.9,223
Ved Dhaba,No,3.5,97
Veg Ex,Yes,3.6,24
Wokin Street,No,3.6,25
Yadav Namkeens & Bakers,No,3.5,15
Javed Chicken Corner,No,0,0
Kamal Chicken,No,0,0
Singh Chinese Fast Food,No,0,0
Chill'm Bar & Cafe,No,4.2,300
Coffee & Cream,No,4,108
Chawla Di Hutti,No,3.1,59
Sher 'A' Punjab Bhojnalya,No,3.3,36
Guru Rakha,No,3.1,62
Shudh Vaishno Hotel,No,3.4,44
Kumar Samose Wala,No,4.1,187
Amigo's Deli,No,3.2,11
Ananda Food Express,No,3.2,27
Green Chick Chop,Yes,3.4,33
Khana Vaana,No,3.4,32
Momoholic,No,3.3,11
Nazeer Foods,Yes,3.3,87
Pind Balluchi,Yes,2.6,192
Rumours,No,3.4,232
Spice Grill,No,3.2,177
Utopia,No,3.2,286
Aroma Rest O Bar,No,3.6,306
Cafe Shloka,No,3.5,63
Chawla's Tandoori Junction,Yes,3.5,159
Desi Villa,No,3.7,28
Kanwarji's,Yes,3.5,40
Palomino,No,3.7,213
Raasa The Luxuriate Fine Dine,No,3.7,160
Shiv Tikki Wala,No,3.8,300
The Barbeque Company,Yes,3.8,248
The Wrap Factory,No,3.6,109
Urban Punjab,Yes,3.5,132
Classic,No,4,95
Goosebumps,Yes,4,292
Adyar Ananda Bhavan,Yes,2.8,39
Amma Mess,No,3.4,68
Amritsari Chaap Corner,No,2.9,92
Aroma Spice,No,3.4,51
Boheme Cafe Bar,No,3.2,142
Cafe Coffee Day,Yes,2.6,21
Chinese King,Yes,2.5,71
Chopsuey,No,3.2,71
Chowringhee,Yes,3.4,122
Crossroad Bar and Restaurant,No,3,39
Domino's Pizza,Yes,3.4,43
Giani's,Yes,3.4,38
Giani,Yes,2.7,39
Gulnar Bar Be Que,No,3.1,73
Kwality Bengali Sweets,No,2.9,10
Little Chef,Yes,2.7,32
M J Dosa Corner,No,2.9,36
Moolchand's,No,3.3,36
New Angaar Hyderabadi,No,3.1,134
New Frontier Hotel,No,3.3,55
Oberoi Biryani,Yes,2.9,90
Om Ji Om,No,3.2,60
Om Saravana Bhavan,No,2.7,47
Pindi Meat,No,3.4,43
Punjab Sweet Corner,No,3.3,236
R1 Lounge,No,2.6,31
R1 Take Away,No,2.5,38
Raffles,No,3.1,123
Raj Sweets,No,2.8,9
Ramas Cafe,No,3.3,70
Sandoz,Yes,3.4,114
Sandoz,Yes,2.7,56
Shudh,No,3.1,247
Southy,Yes,3.1,90
Spicy by Nature,No,2.7,84
Spicy N Karara,No,3.3,93
Spooky Sky,Yes,3.4,44
Sri Krishna Udupi,No,3,27
Tempting Restaurant,No,2.7,68
The Smokin' Grill by The Flashback,No,3.3,23
Three Tuns,No,3.2,30
Wah Ji Wah,Yes,2.5,69
Wow! Momo,Yes,2.6,41
Wrap & Roll,No,3.4,36
Anjlika Pastry Shop,Yes,3.6,179
Bakeology,No,3.5,22
Changezi Chicken,Yes,3.7,456
Chargrill Resto Bar,No,3.6,43
Chowringhee,Yes,3.7,120
Glenz Cafe N Bakers,No,3.8,230
Happy2Bake,No,3.5,26
Nazeer Foods,Yes,3.5,27
Pakode Ki Dukaan,No,3.6,35
Peshawari Chicken Corner,No,3.6,76
Prem Dhaba,No,3.7,177
Ravi Raj Di Kulfi,No,3.6,99
Shawarma King's,Yes,3.7,136
Shri Rama Restaurant,No,3.5,72
Sri Balaji,Yes,3.5,88
Standard Burfee,No,3.8,100
Subway,Yes,3.6,118
Suruchi,Yes,3.8,603
Tera Hotel,No,3.5,149
The Diet Kitchen,Yes,3.7,39
The Spot,No,3.5,109
Wrapss,Yes,3.5,214
Wrapss,Yes,3.5,64
Al Naseem Foods Shawarma,No,0,0
Ganpati Bhoj,No,0,1
Pandit Dhaba,No,0,0
Red Chili Potato,No,0,0
Cafe Coffee Day,Yes,2.3,32
Jade Garden,No,2.4,52
Art of Spices,No,4,841
Sindhi Corner,No,4,74
The Feast House,No,4.3,142
Zaffran,Yes,4.5,524
McDonald's,Yes,3.3,132
Captain Grub,Yes,3.1,18
M:Eat by Blanco,No,3.3,29
Omazoni,No,2.5,120
Prabhu Chaat Bhandar,No,3.2,242
Sugar & Spice - Le Marche,Yes,3.3,89
Big Chill,Yes,4.5,4986
Big Chill,Yes,4.6,1569
Amici Cafe,Yes,3.8,863
Azam's Mughlai,No,3.9,157
Boombox Cafe,No,3.6,1428
Cafe Illuminatii,No,3.6,300
Cafe Turtle,Yes,3.6,574
China Fare,No,3.7,243
Chokola,Yes,3.8,391
Cravings By Arshi Dhupia,No,3.6,29
Harry's Bar + Cafe,Yes,3.7,395
Khan Chacha,Yes,3.7,2860
La Bodega,No,3.6,505
La Vie,No,3.9,454
Latitude 28,No,3.8,203
Laziz Kabab (Subhash Restaurant),No,3.7,79
Mr. Choy,No,3.9,287
Public Affair,No,3.8,199
Qureshi Kabab,No,3.5,17
Side Wok,Yes,3.9,372
Subway,Yes,3.7,188
t Lounge by Dilmah,No,3.6,34
The Blue Door Cafe,No,3.7,774
The Coffee Bean & Tea Leaf,Yes,3.8,256
Town Hall,Yes,3.8,1186
Wok  In The Clouds,No,3.8,669
Cafe Coffee Day,Yes,0,2
Civil House,No,4.2,113
L'Opera,Yes,4,518
Mamagoto,Yes,4.1,1330
Out Of The Box,Yes,4,1203
Parallel,No,4,79
Perch Wine & Coffee Bar,Yes,4.2,551
Smoke House Deli,Yes,4,1093
Smokey's BBQ and Grill,No,4.2,578
SodaBottleOpenerWala,Yes,4.2,1914
The Artful Baker,Yes,4,220
The Big Chill Cakery,Yes,4.4,912
The Chatter House,Yes,4.2,436
Amaze Dining,No,3.1,10
Amritsari Naan & Kulcha,No,3.1,12
Bangla Sweets,No,3.3,13
Bj's Lounge & Cafe,No,3,11
BTW,Yes,3.2,19
Cabana's Kabab & Curry's,No,3.3,73
Cafe Coffee Day,Yes,3.2,23
Chaap Point,Yes,3.2,11
Chicken Chilli Corner,No,3.1,10
Chinese Dragon,No,2.6,49
Copper Restro Bar,No,2.8,15
Corner Sweets,No,3.2,100
D'Casa,No,2.7,63
Delhi 15,No,2.7,45
Dialogue Lounge & Caf??,No,3,4
Domino's Pizza,Yes,3.3,57
Flavours From Heaven,No,3.3,12
Flavours Of Biryani,No,3.3,35
Flirty Momo's,Yes,3,6
Gedi Grill,No,3.4,143
Green Chick Chop,Yes,2.7,23
Indian Bites,No,2.7,41
Karan's Vaishno Dhaba,No,3.2,29
Le Swaadik,No,3.3,13
Let's Meet Up,No,3.2,16
Madan's Kabab Centre,No,3.2,31
Midnight Fries,No,2.7,46
Moradabadi Biryani,No,3.1,9
Namdhari's Icecream & Bakers,No,2.8,23
Pahariya Chicken Corner,No,3.1,7
Pahariya Chicken,No,2.7,15
Pappi Machhi Wala,No,3.2,9
Pizza Hut Delivery,Yes,2.6,67
Polka Cakes & Coffee,No,3.3,17
Punjabi Joint,No,2.8,4
Rain Tree Grill,No,3.2,74
Resunga Food Corner,No,3,5
Shri Ram Poori Wale,No,2.8,8
Supa's Restaurant,No,3.2,50
Swad Fast Food,No,2.9,16
Syall Kotian Da Dhaba,Yes,3,20
The Krib,No,3.2,14
Turtle Bay,No,3.4,74
Yakooz,No,3.1,20
Above & Beyond,No,3.5,133
Bawa Chicken,No,3.5,98
Chatore,No,3.6,26
Chocomore,No,3.7,68
Clay 1 Grill,No,3.6,283
Firangi Island,No,3.5,21
Jeet Chaat Bhandar,No,3.5,23
Mr. Grill,No,3.6,55
Tikka Junction,Yes,3.5,102
Momos Hut & Chinese Food,No,2.4,20
Wah Ji Wah,Yes,2.1,54
Yo! China,Yes,2.4,39
Aapki Apni Rasoi,No,2.9,6
Aapki Rasoi,Yes,3,15
Advance Bakery,No,2.9,7
Apni Rasoi,Yes,2.9,16
Bakeyard,No,3,6
Bharat Chicken Inn Foods,No,2.9,9
Bobby Veg Corner,No,2.9,5
Brunch Point,No,2.9,4
Bunty Dhaba,Yes,2.5,50
Chandni Chowk Ka Sonu Parathe Wala,No,3.1,12
Chankya,No,3.2,79
Chaudhary Di Hatti,No,3.3,20
Cook Du Kdu,Yes,3.2,52
Daawat Restaurant,No,3.3,26
Delhi Dairy,No,3.2,11
Domino's Pizza,Yes,2.9,13
Domino's Pizza,Yes,3.1,75
F 2 Pastry Shop,No,3.3,26
Food Villa,No,2.9,10
Goosebumps,Yes,3.2,6
Gulab,Yes,3.3,12
Health Buzzz,Yes,3.1,22
Jain Dhaba,No,3.2,30
Jeeta Kulfi Walle,No,3.3,12
Kamal Meat House,No,2.6,15
Katyani Rasoi,No,3.2,10
Magic Masala,Yes,3,11
Masala Magic,No,3,16
Mother Sweets,No,3.4,15
Panj Taara,No,3.1,8
Prince Fried N Grilled Chicken,No,2.7,18
Punjabi's Veg Grill,Yes,3.1,10
Raja Chat Corner,No,3.3,20
Rajshree,Yes,3.3,16
Sachdeva Chicken Corner,No,3.4,39
Shree Rathnam,Yes,2.9,66
Sialkot,No,3.1,7
Singh-O-Singh Kebabs,No,3.1,54
Super Snacks,Yes,3.1,44
Tandoori Night,No,3.1,15
The Chaupal Bar And Restaurant,No,2.9,14
The Grill Point,No,3,4
The Roll Hut,No,3.1,13
Triveni,No,3.2,31
Gokul Foods,No,3.6,22
Papa Pizza,No,3.5,21
Aalishaan,No,0,2
Amritsari Chaat Bhandar,No,0,1
Bansal Foods,No,0,0
Bhatia Chinese Food,No,0,0
Break Fast Junction,No,0,0
Breakfast Hut,No,0,0
Buddy 's. Pizza,No,0,0
Chai Garam,Yes,0,0
Deepu Fish & Chicken,No,0,2
deliKitchen,No,0,3
Dial A Cake,Yes,0,2
Fuel Diet Cafe,No,0,0
GO CHATZ With Breadz,No,0,1
Goldy Chat Bhandar,No,0,0
Green Chick Chop,Yes,0,2
Hungry Heights,No,0,2
Kebabish,No,0,0
Khalsa Dhaba,No,0,0
Khanna's Hot Pizza,No,0,1
Lets Eat Veg,No,0,2
Mitra Da Dhabha,No,0,0
Murliwala Bakers,Yes,0,0
Panjabi Chic-Shoppe,No,0,0
Raj Petha Bhandar,No,0,1
Ramlal Sweets,No,0,0
Sanjha Chula Baba Da,No,0,1
Sri Krishna,No,0,0
Sugandh Corner,No,0,3
The Friends Cafe,No,0,0
The Muffin Girl,No,0,3
Rainbows,Yes,3.1,10
The Nest,No,3.5,218
Burger Head Quarter BHQ,No,0,1
Chez Jerome - Q Cafe,No,0,1
Mr. Billiken,No,0,0
Mulligan Cafe,No,0,1
Naya Adda,No,0,0
OCD - Online Cake Delivery,Yes,0,1
Puja Sandwich House,Yes,0,1
Ambersari Dhaba,No,3.4,44
Arabian Knites,No,3,7
Aryan's Rajasthani Pyaz Ki Kachori,No,3.1,4
Aviram's Chinese Kitchen,No,2.7,4
Bhagwan Sweets,No,2.8,8
Chawla,No,2.7,7
Chinese Hut,Yes,3.2,56
Flavourz,No,3.3,6
Lets Bake Love,No,3,4
Mahadev Dhaba,No,2.6,10
Sethi's Food Corner,No,3.3,40
Sethi's Restaurant,No,3.4,49
Sindhi Kulfi,No,3,4
Sri Kamakshi Vilas,No,2.7,9
The Midnight Hub - C,No,2.6,102
Anand Ji,No,3.8,183
Happy Hakka,Yes,3.7,270
Oberoi's,Yes,3.6,75
Relax Restaurant,No,3.5,116
Al-Rihan,No,0,0
All Day 99,No,0,3
Anna Dosa,No,0,3
Chick Chicken House,No,0,2
Chicken King,No,0,1
Choco Kraft,Yes,0,2
Cocoalicious Delights,No,0,0
FNV,No,0,2
Food En Vouge,No,0,0
Food Junction,No,0,0
Gian Ji Punjabi Dhaba,No,0,0
Govinda,No,0,1
Intermission,No,0,3
Karma Cafe & Lounge,No,0,1
Lotes Bakes,No,0,0
New Anna Ka Dosa,No,0,1
New Sethi's,No,0,0
Punjab Sweets,No,0,2
Shri Ram Dhaba,No,0,0
Standard Punjabi Food,No,0,3
Sunrise Bakery,No,0,0
Taste of Spice,No,0,0
The Celiac Kitchen,No,0,0
Aggarwal Sweet Corner,Yes,3.4,22
Behrouz Biryani,Yes,3,32
Biryani Blues,Yes,3.1,8
Burger King,Yes,3.4,45
Domino's Pizza,Yes,2.5,47
Gopal (Sindhi) Restaurant,No,3.4,59
Kabul Delhi,No,2.9,39
Khan Chacha,Yes,2.9,31
Pizza Hut Delivery,Yes,2.8,54
Punjabi Jaika,No,3.3,40
Rozy Restaurant,No,2.6,50
Taj Cafe,No,3.1,18
Tewari Sweets,No,3.1,33
The Burger Hut & Cake Shop,No,3,41
Angel's Basket,No,3.5,70
Bikanervala,Yes,3.7,269
Haldiram's,Yes,3.8,472
Moon of Taj,No,3.8,21
Tongue Thai'd,No,3.7,57
Udupi Sai Sarover,No,3.8,63
Wagh Bakri Tea Lounge,Yes,3.5,54
K2 Multi Cuisine Restaurant,No,0,2
Tibet Kitchen,No,3.5,515
Baba Nagpal Corner,No,4.1,577
Burger Street,No,3.4,32
Dilli Zaika,No,3.2,23
Mughal Chic Inn,No,3.3,23
Nutrition Theka,No,3.3,12
Punjabi Chaap Corner,Yes,3.1,20
Samosa Street,No,3.3,7
Shanu's Chicken Planet,No,3.2,11
Shanu's Food Shop,No,2.8,13
Bigbee,No,0,0
Delhi 6 Cafe,No,0,0
Lala Ji Sweets,No,0,0
MK's Chinese Food,No,0,0
Nirvana The Divine Kitchen,No,0,0
Preechen,No,0,0
Rahul Eggs,No,4.2,762
7 Stick,No,2.8,8
Aashirwad Restaurant,No,2.6,5
Amar Bakery,Yes,3.3,13
Apni Rasoi,Yes,3.1,24
Baked Buns,Yes,3.1,18
Banspi,No,2.9,13
Benchmark,No,2.8,14
Bobby Tikki Wala,Yes,3,74
Cafe Coffee Day,Yes,2.7,18
Cafe Coffee Day,Yes,2.8,14
Canteeno,No,3,7
Chai Mantra,Yes,3.2,15
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,No,2.8,9
Chandni Chowk Parantha Corner,No,3.1,8
Chauhan Laxmi Sweets,No,3,11
Chawla's The Cake Room,No,3.4,17
China Town,Yes,2.9,11
Domino's Pizza,Yes,2.6,46
Faasos,Yes,2.6,10
Fast Trax,Yes,3.2,4
Finger Licious,Yes,3.4,188
Gulshan Pastry Shop,No,3,9
Handa's,No,2.6,8
Homely Delight,No,3.1,7
Jahangeer Foods,Yes,2.7,64
Kaleva,No,3.3,61
Laxmi Vaishno Dhaba,No,3,13
Little Pleasure Restaurant & Cafe,No,2.9,7
Mauryan Multi Cuisine Restaurant,No,3.4,31
Mehta Food Junction,No,3,8
Om Bikaner Wale,No,2.8,8
Ovenstory Pizza,Yes,2.9,17
Prasadam,No,2.8,34
Priyanshi Fast Food,No,3.3,29
Punjabi Tadka,Yes,3.1,21
Pyaali,No,2.8,7
Ruby Dhaba,No,2.7,25
Shree Manakamna Fast Food,No,3.4,31
The Chinese Hut,Yes,3,10
The Chinese Hut,Yes,3.2,23
The Chinese Kitchen,No,3.1,7
Twenty Four Seven,Yes,3.1,13
Vegie Kitchen,No,3.1,10
Behrouz Biryani,Yes,3.5,22
Burger King,Yes,3.5,66
Mohit di Hatti,No,3.8,70
Play Pizza,No,3.8,270
Sushiya Express,Yes,3.7,40
Tantrum Coffee Bar,No,3.5,54
Chawla's Tandoori Junction,Yes,0,3
Chennai Express Greens,No,0,0
Omi Pizza,No,0,0
South Indian & Chinese Fast Food,No,0,0
The Khoj Cafe Restaurent,No,0,0
Bharat Chicken Inn,No,2.4,41
Nathu's Sweets,Yes,2.1,121
Wah Ji Wah,Yes,2.2,120
QD's Restaurant,Yes,4.1,675
Henri's Bar - Le Meridien,No,3.3,20
Le Belvedere - Le Meridien,No,3.5,114
Longitude - Le Meridien,No,3.9,90
Nero - Le Meridien,No,3.5,39
The One - Le Meridien,No,3.8,273
Eau De Monsoon - Le Meridien,No,4,189
Slounge - Lemon Tree Premier,No,3.5,26
Al Bake,Yes,2.5,66
Al-Bawarchi,No,3.1,15
Big Dragon,Yes,3.1,81
BTW,Yes,3.3,205
Capital Curry,No,3.1,54
Domino's Pizza,Yes,2.5,81
Ekta's Kitchen,No,3.2,67
Gopal's,No,2.9,8
Moti Mahal Delux,Yes,2.6,72
Open Oven,Yes,3.4,51
Relax Xpress,Yes,3.2,75
Roll Club,Yes,2.7,27
SM Gopal Ice Cream & Cakes,No,3.2,15
Bangla Sweet Corner,No,2.6,32
Chinois,No,3,7
Dawat,No,2.9,49
Establishment Ristorante,No,3.1,12
Ganesha Sweets & Restaurant,No,2.6,26
Gopala,Yes,3.3,25
Green Chick Chop,Yes,2.9,12
Hot Chimney,No,2.5,55
Icon,No,3.2,18
Juneja's Eating Plaza,No,3.4,98
Lodhi Knights,No,3.1,8
Ram Singh's Bhoj,No,2.9,6
Republic of Chicken,Yes,2.7,10
Slice of Italy,Yes,3.3,171
Subway,Yes,3.2,66
The Altitude Cafe and Deli,No,3.1,11
Tokyo Mon Amour,No,3.1,10
Bhane,No,3.6,26
Celeste,No,3.5,14
Chidambaram's New Madras Hotel,No,3.8,330
CJ's Fresh,No,3.8,25
Elma's Brasserie,No,3.7,393
Kunafa,No,3.9,200
Lahori Gate,No,3.5,148
M I Food Center,No,3.8,202
Sugar Blossoms,No,3.6,58
Eywa by Saby @ Celeste,No,0,2
Cafe Coffee Day,Yes,2.3,52
Guppy,No,4.1,665
Ping's Caf?? Orient,No,4.1,278
The All American Diner,No,4.1,3495
Armaan's Restaurant,No,2.8,8
Garden Chef,No,3,63
Golooji's Chat Waat,No,3.3,13
Oriental Lee,No,2.7,19
Peshawari Restaurant,No,3.1,55
Tikka Town,Yes,3.1,53
Titu Restaurant,No,2.9,13
Vijay Dhaba,No,2.9,7
Wild Willy,No,3.2,19
Diva Spiced,No,3.7,131
Granma's Homemade,No,3.6,25
Karim's,Yes,3.8,194
Sab Ki Khatir,No,3.7,162
Golden Bakery,Yes,0,1
Krishan Sweets,No,0,2
Rai Ji Caterers,No,0,0
Szoun Chinese Food,No,0,0
Yummy Mummy @ Delhi,No,0,2
Lodi - The Garden Restaurant,No,4.2,2549
Aggarwal Sweets & Restaurant,Yes,2.7,11
Ashirwad Dhaba,No,2.9,5
Barichi Restaurant,No,2.9,7
Bikaner Sweets,Yes,2.7,14
Bikaner,No,2.9,6
Chatori Zubaan 2,No,3,5
Chinese Mania,No,3.2,17
Da Pizza Corner,Yes,2.5,6
Dhaba Cash 'N' Carry Kitchen,No,3.1,16
Dom Dang Kins Restaurant,No,3.1,12
First Choice,No,2.9,11
Hungry Hut,No,3.1,6
Le Seasons Restaurant,No,2.8,17
Moti Mahal Delux,Yes,3,22
Popsy's,No,3,5
Prabhu,No,3.1,8
Saptagiri,No,2.8,10
Spice Hut,No,2.9,15
Taste of Vishal,No,2.9,6
The Tandoori Night,No,2.8,5
Traffic Jaam,No,2.9,5
Tripti,No,3.1,16
Uttaranchal Dhaba & Restaurant,No,2.9,5
Wah Ji Wah,Yes,2.9,6
Resto 37,No,3.9,23
Aakash Sweets & Caterers,No,0,0
Aapka Mangal Restaurant,No,0,0
Al-Karim,No,0,0
Apna Dhaba,No,0,1
Burger Wala,No,0,1
Cafe Highway,No,0,0
Cake Point,Yes,0,0
Chatori Zubaan Chur Chur Naan,No,0,0
Coffee Shop,No,0,0
Colonel's Kebabs & Curries,No,0,0
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,No,0,0
Dolphin - The Food Cafe,No,0,0
First Treat Bakers,No,0,2
Flavours Of Delhi,No,0,0
Foresto Lawn & Restaurant,No,0,2
Jain Sweets & Bakers,No,0,1
JD's Restaurant,No,0,0
Just Vada Pav,Yes,0,0
Kaka De Dhaba,No,0,0
Kolcata Bengali Dhaba,No,0,0
Kukkuu Da Dhaba,No,0,3
M&S Coffee Cafe,No,0,3
Malabar Style Kitchen,No,0,0
Mathura Lassi Wala,No,0,0
Metropolitan Cafe,No,0,1
Mr. Bake,No,0,2
Mughal-E-Zaika,No,0,0
Mukesh Bhojnalaya,No,0,0
New Royal Blue Dhaba,No,0,0
New Sharma Chicken Corner,No,0,2
Pakwan,Yes,0,1
Pizza Corner,No,0,2
Pokhreli Kitchen,No,0,1
Rasoi,Yes,0,1
Satya Dhaba,No,0,2
Sha-O-Lin Chinese Fast Food,No,0,1
Shahi Chicken Corner,No,0,1
Shama Muradabadi,No,0,2
Sunil Punjabi Dhaba,No,0,0
Sunita Dhaba,No,0,0
Taste of India,Yes,0,0
U.P. Al-Flah Restaurant,No,0,0
Vaishno Da Dhaba,No,0,0
Yadav Sweets,Yes,0,1
The Cavalry Bar - Maidens Hotel,No,2.7,17
The Curzon Room - Maidens Hotel,No,3.4,39
The Garden Terrace - Maidens Hotel,No,3.3,57
Ama Rabsel House,No,3,8
Cafe Plus,No,3.2,13
Hornbill,Yes,3.1,7
Orange Cafe & Restaurant,No,3.1,8
ABC Restaurant,No,0,0
Achi Restaurant,No,0,1
Asian House Restaurant,No,0,0
Cafe 59,No,0,0
Drepung Loselling,No,0,3
Dus Bab,No,0,0
DZI House,No,0,0
Good Luck Cafe,No,0,0
Kathmandu,No,0,0
Kullu Manali Restaurant,No,0,0
Lhamo's Kitchen,No,0,0
Lhasa Manthang Restaurant,No,0,0
Lhasa Thali House,No,0,0
Little Tibet,No,0,0
Lotus House Restaurant,No,0,1
Mahi Rasoi,Yes,0,0
New Open Restaurant,No,0,0
