Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
Brunch Point,1,No,No,,,,
Bunty Dhaba,2,No,Yes,,,,
Chandni Chowk Ka Sonu Parathe Wala,1,No,No,,,,
Chankya,2,No,No,,,,
Chaudhary Di Hatti,1,No,No,,,,
Cook Du Kdu,2,No,Yes,,,,
Daawat Restaurant,2,No,Yes,,,,
Delhi Dairy,1,No,No,,,,
F 2 Pastry Shop,1,No,No,,,,
Food Villa,2,No,No,,,,
Goosebumps,1,No,No,,,,
Gulab,2,No,No,,,,
Health Buzzz,1,No,Yes,,,,
Jain Dhaba,1,No,No,,,,
Jeeta Kulfi Walle,1,No,No,,,,
Kamal Meat House,1,No,No,,,,
Katyani Rasoi,1,No,No,,,,
Magic Masala,1,No,No,,,,
Masala Magic,1,No,No,,,,
Mother Sweets,1,No,No,,,,
Panj Taara,2,No,No,,,,
Prince Fried N Grilled Chicken,1,No,No,,,,
Raja Chat Corner,1,No,No,,,,
Rajshree,2,No,No,,,,
Sachdeva Chicken Corner,2,No,No,,,,
Sialkot,1,No,No,,,,
Singh-O-Singh Kebabs,2,No,Yes,,,,
Super Snacks,2,No,No,,,,
Tandoori Night,2,No,No,,,,
The Chaupal Bar And Restaurant,2,Yes,No,,,,
The Grill Point,1,No,No,,,,
The Roll Hut,1,No,No,,,,
Triveni,1,No,No,,,,
Gokul Foods,2,No,No,,,,
Papa Pizza,1,No,No,,,,
Aalishaan,1,No,No,,,,
Amritsari Chaat Bhandar,1,No,No,,,,
Bansal Foods,2,No,No,,,,
Bhatia Chinese Food,1,No,No,,,,
Break Fast Junction,1,No,No,,,,
Breakfast Hut,1,No,No,,,,
Buddy 's. Pizza,1,No,No,,,,
Deepu Fish & Chicken,2,No,No,,,,
deliKitchen,1,No,No,,,,
Dial A Cake,1,No,Yes,,,,
Fuel Diet Cafe,1,No,No,,,,
GO CHATZ With Breadz,1,No,No,,,,
Goldy Chat Bhandar,1,No,No,,,,
Hungry Heights,1,No,No,,,,
Kebabish,2,No,No,,,,
Khalsa Dhaba,1,No,No,,,,
Khanna's Hot Pizza,1,No,No,,,,
Lets Eat Veg,1,No,No,,,,
Mitra Da Dhabha,1,No,No,,,,
Murliwala Bakers,1,No,No,,,,
Panjabi Chic-Shoppe,1,No,No,,,,
Raj Petha Bhandar,1,No,No,,,,
Ramlal Sweets,1,No,No,,,,
Sanjha Chula Baba Da,1,No,No,,,,
Sri Krishna,1,No,No,,,,
Sugandh Corner,1,No,No,,,,
The Friends Cafe,1,No,No,,,,
The Muffin Girl,1,No,No,,,,
Rainbows,1,No,Yes,,,,
The Nest,4,Yes,No,,,,
Burger Head Quarter BHQ,1,No,No,,,,
Chez Jerome - Q Cafe,3,Yes,No,,,,
Mr. Billiken,2,No,No,,,,
Mulligan Cafe,1,No,No,,,,
Naya Adda,1,No,No,,,,
OCD - Online Cake Delivery,1,No,No,,,,
Puja Sandwich House,1,No,No,,,,
Ambersari Dhaba,1,No,No,,,,
Arabian Knites,2,No,No,,,,
Aryan's Rajasthani Pyaz Ki Kachori,1,No,No,,,,
Aviram's Chinese Kitchen,1,No,Yes,,,,
Bhagwan Sweets,1,No,No,,,,
Chawla,1,No,Yes,,,,
Flavourz,1,No,Yes,,,,
Lets Bake Love,2,No,No,,,,
Mahadev Dhaba,1,No,Yes,,,,
Sethi's Food Corner,2,No,No,,,,
Sethi's Restaurant,2,No,Yes,,,,
Sindhi Kulfi,1,No,No,,,,
Sri Kamakshi Vilas,1,No,No,,,,
The Midnight Hub - C,1,No,Yes,,,,
Anand Ji,1,No,No,,,,
Oberoi's,2,No,Yes,,,,
Relax Restaurant,2,Yes,Yes,,,,
Al-Rihan,1,No,No,,,,
All Day 99,1,No,Yes,,,,
Anna Dosa,1,No,No,,,,
Chick Chicken House,1,No,No,,,,
Chicken King,1,No,No,,,,
Cocoalicious Delights,1,No,No,,,,
FNV,2,No,No,,,,
Food En Vouge,1,No,Yes,,,,
Food Junction,1,No,No,,,,
Gian Ji Punjabi Dhaba,1,No,No,,,,
Govinda,1,No,No,,,,
Intermission,1,No,Yes,,,,
Karma Cafe & Lounge,1,No,Yes,,,,
Lotes Bakes,1,No,Yes,,,,
New Anna Ka Dosa,1,No,No,,,,
New Sethi's,2,No,No,,,,
Punjab Sweets,1,No,No,,,,
Shri Ram Dhaba,1,No,No,,,,
Standard Punjabi Food,1,No,Yes,,,,
Sunrise Bakery,1,No,No,,,,
Taste of Spice,1,No,Yes,,,,
The Celiac Kitchen,2,No,No,,,,
Aggarwal Sweet Corner,1,No,Yes,,,,
Biryani Blues,3,Yes,Yes,,,,
Gopal (Sindhi) Restaurant,2,No,Yes,,,,
Kabul Delhi,2,No,Yes,,,,
Punjabi Jaika,1,No,No,,,,
Rozy Restaurant,2,No,No,,,,
Taj Cafe,2,No,No,,,,
Tewari Sweets,2,No,No,,,,
The Burger Hut & Cake Shop,1,No,Yes,,,,
Angel's Basket,1,No,No,,,,
Moon of Taj,2,No,Yes,,,,
Tongue Thai'd,3,No,Yes,,,,
Udupi Sai Sarover,2,No,No,,,,
Wagh Bakri Tea Lounge,2,No,No,,,,
K2 Multi Cuisine Restaurant,3,Yes,No,,,,
Tibet Kitchen,2,No,No,,,,
Baba Nagpal Corner,1,No,No,,,,
Burger Street,1,No,No,,,,
Dilli Zaika,1,No,No,,,,
Mughal Chic Inn,2,No,No,,,,
Nutrition Theka,2,No,No,,,,
Punjabi Chaap Corner,2,No,No,,,,
Samosa Street,1,No,No,,,,
Shanu's Chicken Planet,1,No,No,,,,
Shanu's Food Shop,1,No,Yes,,,,
Bigbee,1,No,No,,,,
Delhi 6 Cafe,1,No,No,,,,
Lala Ji Sweets,1,No,No,,,,
MK's Chinese Food,1,No,No,,,,
Nirvana The Divine Kitchen,2,No,No,,,,
Preechen,1,No,No,,,,
Rahul Eggs,1,No,No,,,,
7 Stick,1,No,No,,,,
Aashirwad Restaurant,1,No,Yes,,,,
Amar Bakery,1,No,No,,,,
Baked Buns,2,No,Yes,,,,
Banspi,1,No,No,,,,
Benchmark,2,No,No,,,,
Canteeno,1,No,No,,,,
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,1,No,No,,,,
Chandni Chowk Parantha Corner,1,No,No,,,,
Chauhan Laxmi Sweets,1,No,No,,,,
Chawla's The Cake Room,1,No,Yes,,,,
Fast Trax,1,No,Yes,,,,
Gulshan Pastry Shop,1,No,No,,,,
Handa's,2,No,Yes,,,,
Homely Delight,1,No,No,,,,
Jahangeer Foods,2,No,Yes,,,,
Kaleva,1,No,No,,,,
Laxmi Vaishno Dhaba,1,No,No,,,,
Little Pleasure Restaurant & Cafe,2,No,No,,,,
Mauryan Multi Cuisine Restaurant,2,No,Yes,,,,
Mehta Food Junction,1,No,Yes,,,,
Om Bikaner Wale,1,No,No,,,,
Prasadam,1,No,No,,,,
Priyanshi Fast Food,1,No,No,,,,
Pyaali,1,No,Yes,,,,
Ruby Dhaba,2,No,No,,,,
Shree Manakamna Fast Food,1,No,No,,,,
The Chinese Hut,1,No,Yes,,,,
The Chinese Kitchen,1,No,No,,,,
Vegie Kitchen,1,No,No,,,,
Mohit di Hatti,1,No,No,,,,
Play Pizza,2,No,Yes,,,,
Sushiya Express,2,No,Yes,,,,
Tantrum Coffee Bar,2,No,No,,,,
Chennai Express Greens,1,No,No,,,,
Omi Pizza,1,No,No,,,,
South Indian & Chinese Fast Food,1,No,No,,,,
The Khoj Cafe Restaurent,1,No,No,,,,
Bharat Chicken Inn,2,No,Yes,,,,
Nathu's Sweets,1,No,Yes,,,,
Henri's Bar - Le Meridien,4,No,No,,,,
Le Belvedere - Le Meridien,4,Yes,No,,,,
Longitude - Le Meridien,4,No,No,,,,
Nero - Le Meridien,4,Yes,No,,,,
The One - Le Meridien,4,Yes,No,,,,
Eau De Monsoon - Le Meridien,4,Yes,No,,,,
Slounge - Lemon Tree Premier,3,Yes,No,,,,
Al Bake,2,No,No,,,,
Al-Bawarchi,2,No,No,,,,
Big Dragon,2,No,No,,,,
Capital Curry,3,Yes,No,,,,
Ekta's Kitchen,2,No,Yes,,,,
Gopal's,1,No,No,,,,
Open Oven,1,No,No,,,,
SM Gopal Ice Cream & Cakes,1,No,No,,,,
Bangla Sweet Corner,1,No,No,,,,
Chinois,3,Yes,No,,,,
Dawat,1,No,No,,,,
Establishment Ristorante,1,No,No,,,,
Ganesha Sweets & Restaurant,2,No,No,,,,
Hot Chimney,2,Yes,No,,,,
Icon,3,Yes,No,,,,
Juneja's Eating Plaza,2,No,Yes,,,,
Lodhi Knights,1,No,No,,,,
Ram Singh's Bhoj,1,No,No,,,,
Slice of Italy,2,Yes,Yes,,,,
The Altitude Cafe and Deli,2,No,No,,,,
Tokyo Mon Amour,4,Yes,No,,,,
Bhane,1,No,No,,,,
Celeste,2,No,No,,,,
Chidambaram's New Madras Hotel,1,No,Yes,,,,
CJ's Fresh,3,No,Yes,,,,
Elma's Brasserie,4,Yes,Yes,,,,
Kunafa,1,No,Yes,,,,
Lahori Gate,3,Yes,Yes,,,,
M I Food Center,2,No,No,,,,
Sugar Blossoms,1,No,No,,,,
Eywa by Saby @ Celeste,3,Yes,No,,,,
Guppy,4,Yes,No,,,,
Ping's Caf?? Orient,4,Yes,No,,,,
The All American Diner,3,No,No,,,,
Armaan's Restaurant,2,No,No,,,,
Garden Chef,1,No,No,,,,
Golooji's Chat Waat,1,No,No,,,,
Oriental Lee,2,No,No,,,,
Peshawari Restaurant,2,No,No,,,,
Titu Restaurant,1,No,No,,,,
Vijay Dhaba,1,No,No,,,,
Wild Willy,2,No,No,,,,
Diva Spiced,4,Yes,No,,,,
Granma's Homemade,1,No,No,,,,
Karim's,3,Yes,No,,,,
Sab Ki Khatir,1,No,No,,,,
Krishan Sweets,1,No,No,,,,
Rai Ji Caterers,1,No,No,,,,
Szoun Chinese Food,1,No,No,,,,
Yummy Mummy @ Delhi,1,No,No,,,,
Lodi - The Garden Restaurant,4,Yes,Yes,,,,
Ashirwad Dhaba,1,No,No,,,,
Barichi Restaurant,3,Yes,No,,,,
Bikaner,2,No,No,,,,
Chatori Zubaan 2,2,No,No,,,,
Chinese Mania,1,No,No,,,,
Dhaba Cash 'N' Carry Kitchen,2,No,No,,,,
Dom Dang Kins Restaurant,1,No,No,,,,
First Choice,2,No,No,,,,
Hungry Hut,2,No,No,,,,
Le Seasons Restaurant,2,Yes,No,,,,
Moti Mahal Delux,2,Yes,No,,,,
Popsy's,2,No,No,,,,
Prabhu,2,No,No,,,,
Saptagiri,2,Yes,No,,,,
Spice Hut,2,No,No,,,,
Taste of Vishal,2,Yes,No,,,,
The Tandoori Night,1,No,No,,,,
Traffic Jaam,2,No,No,,,,
Tripti,3,Yes,No,,,,
Uttaranchal Dhaba & Restaurant,1,No,No,,,,
Resto 37,2,No,No,,,,
Aakash Sweets & Caterers,1,No,No,,,,
Aapka Mangal Restaurant,2,No,No,,,,
Al-Karim,1,No,No,,,,
Apna Dhaba,1,No,No,,,,
Burger Wala,1,No,No,,,,
Cafe Highway,1,No,No,,,,
Chatori Zubaan Chur Chur Naan,1,No,No,,,,
Coffee Shop,3,No,No,,,,
Colonel's Kebabs & Curries,2,No,No,,,,
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,1,No,No,,,,
Dolphin - The Food Cafe,1,No,No,,,,
First Treat Bakers,1,No,No,,,,
Flavours Of Delhi,2,No,No,,,,
Foresto Lawn & Restaurant,2,No,No,,,,
Jain Sweets & Bakers,1,No,No,,,,
JD's Restaurant,1,No,No,,,,
Kaka De Dhaba,1,No,No,,,,
Kolcata Bengali Dhaba,1,No,No,,,,
Kukkuu Da Dhaba,1,No,No,,,,
M&S Coffee Cafe,1,No,No,,,,
Malabar Style Kitchen,1,No,No,,,,
Mathura Lassi Wala,1,No,No,,,,
Metropolitan Cafe,2,No,No,,,,
Mr. Bake,1,No,No,,,,
Mughal-E-Zaika,2,No,No,,,,
Mukesh Bhojnalaya,1,No,No,,,,
New Royal Blue Dhaba,1,No,No,,,,
New Sharma Chicken Corner,1,No,No,,,,
Pakwan,2,No,No,,,,
Pizza Corner,1,No,No,,,,
Pokhreli Kitchen,1,No,No,,,,
Satya Dhaba,1,No,No,,,,
Sha-O-Lin Chinese Fast Food,1,No,No,,,,
Shahi Chicken Corner,1,No,No,,,,
Shama Muradabadi,1,No,No,,,,
Sunil Punjabi Dhaba,1,No,No,,,,
Sunita Dhaba,1,No,No,,,,
Taste of India,3,Yes,No,,,,
U.P. Al-Flah Restaurant,1,No,No,,,,
Vaishno Da Dhaba,1,No,No,,,,
Yadav Sweets,1,No,No,,,,
The Cavalry Bar - Maidens Hotel,4,Yes,No,,,,
The Curzon Room - Maidens Hotel,4,Yes,No,,,,
The Garden Terrace - Maidens Hotel,4,Yes,No,,,,
Ama Rabsel House,2,No,No,,,,
Cafe Plus,2,No,No,,,,
Hornbill,1,No,No,,,,
Orange Cafe & Restaurant,1,No,No,,,,
ABC Restaurant,1,No,No,,,,
Achi Restaurant,1,No,No,,,,
Asian House Restaurant,1,No,No,,,,
Cafe 59,2,No,No,,,,
Drepung Loselling,1,No,No,,,,
Dus Bab,2,No,No,,,,
DZI House,2,No,No,,,,
Good Luck Cafe,1,No,No,,,,
Kathmandu,1,No,No,,,,
Kullu Manali Restaurant,1,No,No,,,,
Lhamo's Kitchen,1,No,No,,,,
Lhasa Manthang Restaurant,1,No,No,,,,
Lhasa Thali House,1,No,No,,,,
Little Tibet,1,No,No,,,,
Lotus House Restaurant,2,No,No,,,,
Mahi Rasoi,1,No,No,,,,
New Open Restaurant,1,No,No,,,,
Rooftop Restaurant,1,No,No,,,,
Somang House Restaurant,2,No,No,,,,
Tandoori Khazana,1,No,No,,,,
Tsopema Restaurant,2,No,No,,,,
33 Food,2,No,Yes,,,,
Cafe Blur,1,No,No,,,,
Cafe Rendezvous,3,Yes,Yes,,,,
Cakes & Bakes,2,No,No,,,,
Chatorey Chacha,1,No,No,,,,
Chilli Dragon,2,No,Yes,,,,
Divya's Rimpy Restaurant,2,No,No,,,,
Express Dhaba,2,No,Yes,,,,
Go Foodie,2,No,No,,,,
Health Pan,1,No,Yes,,,,
Karuna,1,No,No,,,,
Kathi,1,No,Yes,,,,
King Chilly Kitchen,1,No,Yes,,,,
Kolhapuri Veg Non-Veg Foods,1,No,Yes,,,,
Mehfil Dhaba,1,No,No,,,,
Moti Mahal Delux - Legendary Culinary,2,No,Yes,,,,
Paapi Paet,2,No,Yes,,,,
Pepper Corn Express,2,No,Yes,,,,
Pinch Of China,1,No,No,,,,
Ramjee's,1,No,Yes,,,,
Shaolin,2,No,Yes,,,,
The Chocolate Room,2,Yes,Yes,,,,
The Delhi Heights,2,Yes,Yes,,,,
Thok (The House of Kakori),2,No,Yes,,,,
Uloo,2,No,Yes,,,,
Vadapav Junction & More,1,No,Yes,,,,
Bhukkhar,2,No,Yes,,,,
Casa Asia,2,No,Yes,,,,
Chic Fish,2,No,Yes,,,,
Farratta,2,No,Yes,,,,
Flavors of Chennai,1,No,Yes,,,,
Food For Thought,2,No,Yes,,,,
Hunger Must Die,2,No,Yes,,,,
Kolkata Kathi Roll,1,No,No,,,,
Max Grille and Kitchen,2,Yes,Yes,,,,
Moti Sweets,1,No,No,,,,
Nikashee,2,No,No,,,,
Noodle Box,2,No,Yes,,,,
Pema's,2,No,Yes,,,,
Plumber - The Lounge,3,No,No,,,,
RP's Restaurant,2,No,Yes,,,,
Soi Thai,3,No,Yes,,,,
Speedy Chow,2,No,Yes,,,,
Stoned Age Kitchen,1,No,Yes,,,,
Suribachi,3,Yes,Yes,,,,
The Delhi Canteen,3,Yes,Yes,,,,
The Grill Kitchen,2,No,Yes,,,,
The Salad Bowl,2,No,Yes,,,,
Food Army,1,No,Yes,,,,
Moti Restaurant,2,No,Yes,,,,
New Baba Da Dhaba,1,No,Yes,,,,
Tunday Kababi,2,No,Yes,,,,
Nizam's Kathi Kabab,2,Yes,Yes,,,,
Pepper Kitchen,2,No,Yes,,,,
Rustom's Cafe & Bakery,2,No,Yes,,,,
Salad Days,2,No,Yes,,,,
Sushi Junction,3,No,Yes,,,,
Vero Gusto,1,No,Yes,,,,
Snack Junction,1,No,No,,,,
Turant,1,No,No,,,,
Snacks Point,1,No,No,,,,
The Sweet Spot,2,No,No,,,,
Kafe @ Museum,1,No,No,,,,
Friends Cafe,2,No,No,,,,
Aromas of Pind,3,Yes,Yes,,,,
Apna Dhaba and Caters,1,No,No,,,,
Jai Shree Durga South Indian Corner,1,No,No,,,,
Malabar Catering House,1,No,No,,,,
Meenakshi Bhawan,1,No,No,,,,
New Raja Sweets,1,No,No,,,,
Pizza Treat,1,No,No,,,,
Rita Chinese Food,1,No,No,,,,
Vibes of Punjab,2,No,No,,,,
Ramji Di Hatti & Caterers,1,No,No,,,,
Spicy Tadka,2,No,Yes,,,,
Mr. Tandoori Lal,1,No,No,,,,
Om Sweets & Caterers,1,No,No,,,,
Sardar Ji Take Away & Caterers,1,No,No,,,,
9 is Mine,1,No,Yes,,,,
Aashirwad,1,No,No,,,,
Aggarwal Sweet & Bakers,1,No,No,,,,
Amit Hotel,1,No,No,,,,
Angrezee Dhaba,1,No,Yes,,,,
Ankur Family Restaurant,1,No,No,,,,
Bansal Sweet,1,No,No,,,,
Caravan Resto Bar,3,Yes,Yes,,,,
Celebration Multi Cuisine Restaurant,2,No,No,,,,
Chatto Chapati,1,No,No,,,,
Chawla's?_,2,Yes,No,,,,
China Town,1,No,Yes,,,,
Dazzle Pastry Shop,1,No,No,,,,
Delicacy Foods,2,No,No,,,,
Dolphin Rolls,1,No,No,,,,
Durbar Restaurant,2,No,No,,,,
Ever Green Pastry Shop,1,No,No,,,,
Evergreen Sweets Corner,1,No,No,,,,
Great Plates By AJ,2,Yes,Yes,,,,
Haqeem's,1,No,No,,,,
Himalaya Food Corner,2,No,No,,,,
Hot Joint Fast Food,1,No,No,,,,
Hyderabadi Dum Biryani,2,No,Yes,,,,
Kasturi Family Restaurant,1,No,Yes,,,,
Keuchen Paradise,1,No,Yes,,,,
Kook For Health,2,No,Yes,,,,
Lahorian's Sweets & Bakers,1,No,No,,,,
Mr. Baker's,1,No,No,,,,
Night Food Delivery,2,No,Yes,,,,
Nine 2 Nine Snacks & Restaurant,1,No,No,,,,
Punjabi Mirch,1,No,No,,,,
Rasoi The Food Express,2,No,Yes,,,,
Sandwichai,1,No,Yes,,,,
SB's Raisins,1,No,Yes,,,,
Shanghai Kitchen,1,No,No,,,,
Shiv Shakti Restaurant,1,No,No,,,,
Smoky Chettinad,2,No,No,,,,
Spice Fusion,1,No,No,,,,
Sweet Toof Designer Cakes,1,No,No,,,,
The Chef,2,No,Yes,,,,
The Edge Cafe,1,No,Yes,,,,
The Epicure - Fraser Suites,4,Yes,No,,,,
Udupidarshini Veg Restaurant,2,No,Yes,,,,
36 lebzelter,1,No,No,,,,
Freakin Beans,1,No,No,,,,
Nutri Cafe,2,No,Yes,,,,
Senorita's,2,No,No,,,,
Village - The House of Food,1,No,Yes,,,,
Aman Vaishno Dhaba,1,No,No,,,,
Anupam Hotel,1,No,No,,,,
Bake Bank,1,No,No,,,,
Buzybee,1,No,No,,,,
Cafe Tandoor,1,No,No,,,,
Chawlas 2,2,No,No,,,,
Choksi Chinese,1,No,No,,,,
Desi Chulha,1,No,No,,,,
Fumble Foods,1,No,No,,,,
Games v/s Cafe,1,No,No,,,,
Goodies- Snacks N More,1,No,No,,,,
Grubhouse Cafe,1,No,No,,,,
Muradabadi Chicken Biryani & Dhaba,1,No,No,,,,
Pakiza Restaurant,2,No,No,,,,
Riddhi Siddhi Restaurant,1,No,No,,,,
Rockers & Shockers,2,No,No,,,,
Saikutir Food,1,No,No,,,,
Satnaam Foods,1,No,No,,,,
Senorita's,1,No,No,,,,
Shri Bala Ji Rasoi,1,No,No,,,,
South Indian,1,No,No,,,,
Tip Top Eating Corner,1,No,No,,,,
ToLoveFromLove,1,No,No,,,,
Tripti Foods,1,No,No,,,,
U Like,1,No,No,,,,
Zayka chicken restaurant,1,No,No,,,,
Food Fantasy,2,No,Yes,,,,
Just Chinese,1,No,Yes,,,,
Agarwal Bikaneri Sweets,1,No,No,,,,
Breadz,1,No,Yes,,,,
Desi Jugaad,1,No,No,,,,
Food Trax,1,No,No,,,,
Hub Tub,1,No,No,,,,
Malabar Foods,2,No,Yes,,,,
Mitra Di Chaap,1,No,No,,,,
New Hyderabadi Biryani House,2,No,Yes,,,,
New Madras Cafe,1,No,No,,,,
Sanju Cool & Hot Hut,1,No,No,,,,
Sethi's Kabab & Curries,2,No,No,,,,
South Indian Fast Food,1,No,No,,,,
Sweets and Spices,1,No,No,,,,
Urban Degchi Kitchen & Bar,3,Yes,Yes,,,,
Zaiqa Kathi Roll & Momos,1,No,No,,,,
Duggal Snacks,1,No,No,,,,
Granny's Flavour,1,No,No,,,,
Moustache Coffee,1,No,Yes,,,,
Pradeep Pav Bhaji,1,No,No,,,,
Sandwich Factory,2,No,Yes,,,,
Scorpio Cafe,1,No,Yes,,,,
Veggie-Licious,1,No,Yes,,,,
Creamy Creation,1,No,No,,,,
Evergreen Food Corner,1,No,No,,,,
K.D Corner,1,No,No,,,,
Anokha Chinese Hut,2,No,No,,,,
Bobby Dhaba & Caterers,1,No,No,,,,
Dana Pani,1,No,No,,,,
Hotel Malabar,1,No,No,,,,
Lumbini Fast Point,1,No,No,,,,
Mayur Restaurant,1,No,No,,,,
MOC - The American Restaurant,1,No,No,,,,
Muradabadi Chicken Biryani,1,No,No,,,,
New Aggarwal Sweet Corner,1,No,No,,,,
Pizza Castle,2,No,Yes,,,,
Punjabi Dhaba,1,No,No,,,,
Qureshi Chicken Corner,1,No,No,,,,
Samarpan Fast Food,1,No,No,,,,
Shaan-E-Tandoorz,1,No,No,,,,
Sonu Sudh Bhojnalaya,1,No,No,,,,
The Test,2,No,No,,,,
True Blue,2,Yes,No,,,,
Zaika Kathi Rolls,1,No,No,,,,
A One Muradabadi,1,No,No,,,,
Annapurna,1,No,No,,,,
Cake Walkers,1,No,No,,,,
Harish And Sonu Sudh Bhojnalya,1,No,No,,,,
Mitra Da Dhaba,1,No,No,,,,
Munchies Midnight Delivery,1,No,No,,,,
Muradabadi Chicken Corner,2,No,No,,,,
Romano's Pizza,1,No,No,,,,
Royal Spice,2,No,No,,,,
Sonu Bhojanalya,1,No,No,,,,
The Deshi Bites,2,No,No,,,,
Mahara Hotel,1,No,No,,,,
Malik Vegetarian Rasoi,1,No,No,,,,
Yash Aadi Food Corner,1,No,No,,,,
#hashtag,2,No,No,,,,
Al Zaika,1,No,No,,,,
Ashiyan Foods,2,No,No,,,,
Bake My Day,1,No,No,,,,
Bhutani Chaap,1,No,No,,,,
China Pan,1,No,No,,,,
Dilkhush Punjabi Dhaba,2,No,No,,,,
Dragun Hut,1,No,No,,,,
Kathi House,1,No,No,,,,
Kerala Kitchen & Restaurant,1,No,No,,,,
Retro Kichen,1,No,No,,,,
The China Town,1,No,No,,,,
The Urban Dhaba,2,No,No,,,,
Moti Mahal Delux Tandoori Trail,3,Yes,Yes,,,,
Dill's Chawla Chik-Inn,2,No,No,,,,
Tandoori Zaaika,2,No,No,,,,
Bollywood Khana,1,No,No,,,,
Cake And Bakes,1,No,No,,,,
Chinese Corner,1,No,No,,,,
Choudhary Dhaba,1,No,No,,,,
Gujjar Dhaba,1,No,No,,,,
Hotel Aditi,1,No,No,,,,
JMD Food Palace,2,No,No,,,,
Kitchen Namaste,1,No,No,,,,
Lajawab Chicken & Fish Fry,1,No,No,,,,
Lotus Kitchen,1,No,No,,,,
Manami Japanese Restaurant,3,Yes,No,,,,
Manna Sweets & Restaurant,1,No,No,,,,
Moets Curry Pot,3,No,No,,,,
Mr. Sub,1,No,No,,,,
New Gaurav Dhaba,1,No,No,,,,
Pandit Ji Ki Apni Rasoi,1,No,Yes,,,,
Saraswati Food Corner,1,No,No,,,,
Shri Balaji Bhojnalaya,1,No,No,,,,
Swadist Bhojnalaya,1,No,No,,,,
Swiss Gourmessa,2,No,No,,,,
Truly Yours,1,No,No,,,,
Uttrakhand Hotel,1,No,No,,,,
Vandana Food Corner,1,No,No,,,,
Zaika Biryani,1,No,No,,,,
Buzz,4,No,Yes,,,,
Lighthouse 13,4,Yes,No,,,,
The Great Kabab Factory,4,Yes,Yes,,,,
The Tea Place by Manjushree,2,No,No,,,,
Victoria,3,Yes,No,,,,
Aces - The Card Room,4,Yes,No,,,,
Curzon - The Royal Bar,3,Yes,No,,,,
London Eye - The Open Lounge,4,Yes,No,,,,
Lord's - The Sports Lounge,4,Yes,No,,,,
Viceroy - The Coffee Shop,3,No,No,,,,
Any Time Food,1,No,Yes,,,,
Bikaner Sweet House,1,No,No,,,,
Grand Plaza,2,No,Yes,,,,
Great Wall,3,No,No,,,,
Healthy Food Station,1,No,Yes,,,,
Hostess Tasty Bites,2,No,No,,,,
Hot Pot,2,No,No,,,,
Kabab Factory,2,No,No,,,,
Krishna Sweet House,1,No,No,,,,
Mitraz,2,Yes,Yes,,,,
Nut Khut Chaats & Snacks,1,No,No,,,,
The Host,1,No,No,,,,
Chacha Di Hatti,1,No,No,,,,
Cocoberry,1,No,No,,,,
Eating Corner,1,No,No,,,,
El Posto,1,No,No,,,,
JAIL - Behind The Bar,3,Yes,Yes,,,,
Curry Shurry,2,No,Yes,,,,
Hari Om Bhojnalaya,1,No,No,,,,
Nirmal's,1,No,No,,,,
The Dragon Hucks,2,Yes,No,,,,
New Arjun Bombay Pav Bhaji,1,No,No,,,,
Sweeter Delight,1,No,No,,,,
Madaari,3,Yes,No,,,,
Amritsari Express,1,No,No,,,,
Bikano's Chat Cafe,2,No,No,,,,
Cafe Grub,1,No,No,,,,
Dosa Plaza,1,No,No,,,,
Paranthas 21,1,No,No,,,,
Basil Tree,3,Yes,Yes,,,,
Ada e Handi Restaurant,2,No,Yes,,,,
Darjeeling Momos,1,No,No,,,,
Ingredients,2,Yes,Yes,,,,
Al Quresh,2,No,No,,,,
Bats On Delivery,2,No,No,,,,
Bimbo Cakes,1,No,No,,,,
Burger Bros,1,No,No,,,,
Chinese Food Corner,2,No,No,,,,
CL Snacks,1,No,No,,,,
Kapoor's Sanjha Chulha,2,No,No,,,,
King's,1,No,No,,,,
Kumar Hotel,2,No,No,,,,
Kumar Pastry Shop,1,No,No,,,,
Midnight Adda,2,No,No,,,,
Mughlaai Daawat,2,No,No,,,,
Pindiwala,2,No,No,,,,
Pipes & Hipes,2,Yes,No,,,,
Sai Rasoi,2,No,No,,,,
Snaxpress Tastes & Cakes,1,No,No,,,,
Veggie Adda,1,No,Yes,,,,
C L Corner,1,No,Yes,,,,
Chin 10,2,No,No,,,,
Paramjeet Machi Wala,2,No,No,,,,
Rajan Corner,1,No,No,,,,
Amit Dhaba,1,No,No,,,,
Apni Rasoi,2,No,No,,,,
Chap Corner,1,No,No,,,,
Evergreen Punjabi Swad,1,No,No,,,,
Hot & Hot Shudhir Chinese Point,1,No,No,,,,
Hungerz Hub,1,No,No,,,,
Magic Mo:Mo Corner,1,No,No,,,,
Malhotra's Zayeeka,2,No,No,,,,
Moji Dhaba,1,No,No,,,,
Naughty 9 Kitchen & Bar,2,No,No,,,,
Street Chaat Chatoron Ka Adda,1,No,No,,,,
Taaj Kitchen,2,Yes,No,,,,
Tirath Sweets,1,No,No,,,,
Tummyy Tull,1,No,No,,,,
Bhikaram Bhujawala,1,No,No,,,,
Chawla The Pastry Palace,1,No,No,,,,
Food Box,1,No,No,,,,
Foody Box,1,No,No,,,,
Heaven's Shawarma,1,No,No,,,,
Hyderabad Spl. Chicken Biryani Point,1,No,No,,,,
